Feature Set,Model,Fold,Test Start,Test End,AUC
Event Only,Logistic Regression,60,2024-07-02,2024-09-23,0.5325476992143658
Event Only,Random Forest,60,2024-07-02,2024-09-23,0.5555555555555556
Event Only,XGBoost,60,2024-07-02,2024-09-23,0.5493827160493827
Event Only,Logistic Regression,61,2024-09-24,2024-12-16,0.626321974148061
Event Only,Random Forest,61,2024-09-24,2024-12-16,0.48942420681551113
Event Only,XGBoost,61,2024-09-24,2024-12-16,0.463572267920094
Event Only,Logistic Regression,62,2024-12-17,2025-03-11,0.4464285714285714
Event Only,Random Forest,62,2024-12-17,2025-03-11,0.5569196428571429
Event Only,XGBoost,62,2024-12-17,2025-03-11,0.5412946428571428
Event Only,Logistic Regression,63,2025-03-12,2025-06-05,0.6015625
Event Only,Random Forest,63,2025-03-12,2025-06-05,0.5535714285714286
Event Only,XGBoost,63,2025-03-12,2025-06-05,0.4720982142857143
Event Only,Logistic Regression,64,2025-06-06,2025-08-28,0.5172413793103449
Event Only,Random Forest,64,2025-06-06,2025-08-28,0.5550611790878754
Event Only,XGBoost,64,2025-06-06,2025-08-28,0.5839822024471635
Event Only,Logistic Regression,65,2025-08-29,2025-11-20,0.600111234705228
Event Only,Random Forest,65,2025-08-29,2025-11-20,0.5672969966629589
Event Only,XGBoost,65,2025-08-29,2025-11-20,0.5027808676307008
Hybrid,Logistic Regression,1,2010-11-30,2011-02-21,0.5791855203619909
Hybrid,Random Forest,1,2010-11-30,2011-02-21,0.5633484162895926
Hybrid,XGBoost,1,2010-11-30,2011-02-21,0.40271493212669685
Hybrid,Logistic Regression,2,2011-02-22,2011-05-16,0.512
Hybrid,Random Forest,2,2011-02-22,2011-05-16,0.5931428571428571
Hybrid,XGBoost,2,2011-02-22,2011-05-16,0.6182857142857143
Hybrid,Logistic Regression,3,2011-05-17,2011-08-08,0.4872080088987764
Hybrid,Random Forest,3,2011-05-17,2011-08-08,0.48609566184649616
Hybrid,XGBoost,3,2011-05-17,2011-08-08,0.42936596218020023
Hybrid,Logistic Regression,4,2011-08-09,2011-10-31,0.5533333333333332
Hybrid,Random Forest,4,2011-08-09,2011-10-31,0.45222222222222225
Hybrid,XGBoost,4,2011-08-09,2011-10-31,0.42888888888888893
Hybrid,Logistic Regression,5,2011-11-01,2012-01-23,0.49222222222222217
Hybrid,Random Forest,5,2011-11-01,2012-01-23,0.48111111111111116
Hybrid,XGBoost,5,2011-11-01,2012-01-23,0.53
Hybrid,Logistic Regression,6,2012-01-24,2012-04-16,0.6133333333333333
Hybrid,Random Forest,6,2012-01-24,2012-04-16,0.5855555555555556
Hybrid,XGBoost,6,2012-01-24,2012-04-16,0.5
Hybrid,Logistic Regression,7,2012-04-17,2012-07-09,0.4888366627497062
Hybrid,Random Forest,7,2012-04-17,2012-07-09,0.49823736780258515
Hybrid,XGBoost,7,2012-04-17,2012-07-09,0.6169212690951822
Hybrid,Logistic Regression,8,2012-07-10,2012-10-01,0.44668911335578
Hybrid,Random Forest,8,2012-07-10,2012-10-01,0.4590347923681257
Hybrid,XGBoost,8,2012-07-10,2012-10-01,0.3658810325476992
Hybrid,Logistic Regression,9,2012-10-02,2012-12-25,0.5917686318131257
Hybrid,Random Forest,9,2012-10-02,2012-12-25,0.4115684093437152
Hybrid,XGBoost,9,2012-10-02,2012-12-25,0.4582869855394883
Hybrid,Logistic Regression,10,2012-12-26,2013-03-19,0.4449388209121246
Hybrid,Random Forest,10,2012-12-26,2013-03-19,0.43047830923248054
Hybrid,XGBoost,10,2012-12-26,2013-03-19,0.3314794215795328
Hybrid,Logistic Regression,11,2013-03-20,2013-06-11,0.624
Hybrid,Random Forest,11,2013-03-20,2013-06-11,0.6811428571428572
Hybrid,XGBoost,11,2013-03-20,2013-06-11,0.5874285714285714
Hybrid,Logistic Regression,12,2013-06-12,2013-09-03,0.5669642857142857
Hybrid,Random Forest,12,2013-06-12,2013-09-03,0.4609375
Hybrid,XGBoost,12,2013-06-12,2013-09-03,0.4966517857142857
Hybrid,Logistic Regression,13,2013-09-04,2013-11-27,0.5143540669856459
Hybrid,Random Forest,13,2013-09-04,2013-11-27,0.631578947368421
Hybrid,XGBoost,13,2013-09-04,2013-11-27,0.5980861244019138
Hybrid,Logistic Regression,14,2013-11-28,2014-02-19,0.578125
Hybrid,Random Forest,14,2013-11-28,2014-02-19,0.6183035714285715
Hybrid,XGBoost,14,2013-11-28,2014-02-19,0.5680803571428571
Hybrid,Logistic Regression,15,2014-02-20,2014-05-14,0.3846153846153846
Hybrid,Random Forest,15,2014-02-20,2014-05-14,0.4807692307692307
Hybrid,XGBoost,15,2014-02-20,2014-05-14,0.4898190045248869
Hybrid,Logistic Regression,16,2014-05-15,2014-08-06,0.46412037037037035
Hybrid,Random Forest,16,2014-05-15,2014-08-06,0.5688657407407408
Hybrid,XGBoost,16,2014-05-15,2014-08-06,0.6099537037037037
Hybrid,Logistic Regression,17,2014-08-07,2014-10-29,0.5937149270482603
Hybrid,Random Forest,17,2014-08-07,2014-10-29,0.6195286195286196
Hybrid,XGBoost,17,2014-08-07,2014-10-29,0.5858585858585859
Hybrid,Logistic Regression,18,2014-10-30,2015-01-21,0.5657142857142856
Hybrid,Random Forest,18,2014-10-30,2015-01-21,0.5920000000000001
Hybrid,XGBoost,18,2014-10-30,2015-01-21,0.5782857142857143
Hybrid,Logistic Regression,19,2015-01-22,2015-04-15,0.580316742081448
Hybrid,Random Forest,19,2015-01-22,2015-04-15,0.5859728506787331
Hybrid,XGBoost,19,2015-01-22,2015-04-15,0.5520361990950227
Hybrid,Logistic Regression,20,2015-04-16,2015-07-08,0.44160177975528364
Hybrid,Random Forest,20,2015-04-16,2015-07-08,0.4682981090100111
Hybrid,XGBoost,20,2015-04-16,2015-07-08,0.4193548387096774
Hybrid,Logistic Regression,21,2015-07-09,2015-09-30,0.575083426028921
Hybrid,Random Forest,21,2015-07-09,2015-09-30,0.592880978865406
Hybrid,XGBoost,21,2015-07-09,2015-09-30,0.48720800889877647
Hybrid,Logistic Regression,22,2015-10-01,2015-12-23,0.6417410714285714
Hybrid,Random Forest,22,2015-10-01,2015-12-23,0.5625
Hybrid,XGBoost,22,2015-10-01,2015-12-23,0.6540178571428572
Hybrid,Logistic Regression,23,2015-12-24,2016-03-16,0.4542410714285714
Hybrid,Random Forest,23,2015-12-24,2016-03-16,0.49107142857142855
Hybrid,XGBoost,23,2015-12-24,2016-03-16,0.4296875
Hybrid,Logistic Regression,24,2016-03-17,2016-06-08,0.44219977553310885
Hybrid,Random Forest,24,2016-03-17,2016-06-08,0.420314253647587
Hybrid,XGBoost,24,2016-03-17,2016-06-08,0.48597081930415265
Hybrid,Logistic Regression,25,2016-06-09,2016-08-31,0.4938820912124583
Hybrid,Random Forest,25,2016-06-09,2016-08-31,0.6051167964404894
Hybrid,XGBoost,25,2016-06-09,2016-08-31,0.6351501668520578
Hybrid,Logistic Regression,26,2016-09-01,2016-11-23,0.5076380728554641
Hybrid,Random Forest,26,2016-09-01,2016-11-23,0.4952996474735605
Hybrid,XGBoost,26,2016-09-01,2016-11-23,0.5487661574618096
Hybrid,Logistic Regression,27,2016-11-24,2017-02-15,0.6184649610678532
Hybrid,Random Forest,27,2016-11-24,2017-02-15,0.5494994438264739
Hybrid,XGBoost,27,2016-11-24,2017-02-15,0.4794215795328142
Hybrid,Logistic Regression,28,2017-02-16,2017-05-10,0.5222857142857142
Hybrid,Random Forest,28,2017-02-16,2017-05-10,0.5268571428571429
Hybrid,XGBoost,28,2017-02-16,2017-05-10,0.4091428571428572
Hybrid,Logistic Regression,29,2017-05-11,2017-08-03,0.5435267857142857
Hybrid,Random Forest,29,2017-05-11,2017-08-03,0.5044642857142858
Hybrid,XGBoost,29,2017-05-11,2017-08-03,0.5323660714285715
Hybrid,Logistic Regression,30,2017-08-04,2017-10-26,0.6464646464646465
Hybrid,Random Forest,30,2017-08-04,2017-10-26,0.6071829405162739
Hybrid,XGBoost,30,2017-08-04,2017-10-26,0.5173961840628507
Hybrid,Logistic Regression,31,2017-10-27,2018-01-19,0.4609375
Hybrid,Random Forest,31,2017-10-27,2018-01-19,0.41517857142857145
Hybrid,XGBoost,31,2017-10-27,2018-01-19,0.5200892857142858
Hybrid,Logistic Regression,32,2018-01-22,2018-04-13,0.39730639730639733
Hybrid,Random Forest,32,2018-01-22,2018-04-13,0.4994388327721661
Hybrid,XGBoost,32,2018-01-22,2018-04-13,0.49943883277216616
Hybrid,Logistic Regression,33,2018-04-16,2018-07-06,0.4502262443438914
Hybrid,Random Forest,33,2018-04-16,2018-07-06,0.4638009049773756
Hybrid,XGBoost,33,2018-04-16,2018-07-06,0.41402714932126694
Hybrid,Logistic Regression,34,2018-07-09,2018-09-28,0.5239154616240267
Hybrid,Random Forest,34,2018-07-09,2018-09-28,0.4983314794215795
Hybrid,XGBoost,34,2018-07-09,2018-09-28,0.47274749721913234
Hybrid,Logistic Regression,35,2018-10-01,2018-12-21,0.6155555555555556
Hybrid,Random Forest,35,2018-10-01,2018-12-21,0.5344444444444445
Hybrid,XGBoost,35,2018-10-01,2018-12-21,0.5066666666666666
Hybrid,Logistic Regression,36,2018-12-24,2019-03-15,0.4877232142857143
Hybrid,Random Forest,36,2018-12-24,2019-03-15,0.5982142857142858
Hybrid,XGBoost,36,2018-12-24,2019-03-15,0.44754464285714285
Hybrid,Logistic Regression,37,2019-03-18,2019-06-10,0.5361512791991101
Hybrid,Random Forest,37,2019-03-18,2019-06-10,0.5461624026696329
Hybrid,XGBoost,37,2019-03-18,2019-06-10,0.4827586206896552
Hybrid,Logistic Regression,38,2019-06-11,2019-09-02,0.47966507177033496
Hybrid,Random Forest,38,2019-06-11,2019-09-02,0.4964114832535885
Hybrid,XGBoost,38,2019-06-11,2019-09-02,0.5299043062200957
Hybrid,Logistic Regression,39,2019-09-03,2019-11-25,0.528
Hybrid,Random Forest,39,2019-09-03,2019-11-25,0.5725714285714286
Hybrid,XGBoost,39,2019-09-03,2019-11-25,0.5108571428571429
Hybrid,Logistic Regression,40,2019-11-26,2020-02-17,0.41490545050055616
Hybrid,Random Forest,40,2019-11-26,2020-02-17,0.40044493882091214
Hybrid,XGBoost,40,2019-11-26,2020-02-17,0.4883203559510568
Hybrid,Logistic Regression,41,2020-02-18,2020-05-11,0.39062500000000006
Hybrid,Random Forest,41,2020-02-18,2020-05-11,0.5133928571428572
Hybrid,XGBoost,41,2020-02-18,2020-05-11,0.4241071428571429
Hybrid,Logistic Regression,42,2020-05-12,2020-08-03,0.4218566392479436
Hybrid,Random Forest,42,2020-05-12,2020-08-03,0.45240893066980026
Hybrid,XGBoost,42,2020-05-12,2020-08-03,0.5076380728554641
Hybrid,Logistic Regression,43,2020-08-04,2020-10-26,0.5684093437152391
Hybrid,Random Forest,43,2020-08-04,2020-10-26,0.542825361512792
Hybrid,XGBoost,43,2020-08-04,2020-10-26,0.5216907675194661
Hybrid,Logistic Regression,44,2020-10-27,2021-01-18,0.4866071428571429
Hybrid,Random Forest,44,2020-10-27,2021-01-18,0.5267857142857143
Hybrid,XGBoost,44,2020-10-27,2021-01-18,0.4921875
Hybrid,Logistic Regression,45,2021-01-19,2021-04-12,0.5311111111111111
Hybrid,Random Forest,45,2021-01-19,2021-04-12,0.5866666666666667
Hybrid,XGBoost,45,2021-01-19,2021-04-12,0.5700000000000001
Hybrid,Logistic Regression,46,2021-04-13,2021-07-05,0.6006674082313682
Hybrid,Random Forest,46,2021-04-13,2021-07-05,0.4961067853170189
Hybrid,XGBoost,46,2021-04-13,2021-07-05,0.4694104560622914
Hybrid,Logistic Regression,47,2021-07-06,2021-09-27,0.5622171945701357
Hybrid,Random Forest,47,2021-07-06,2021-09-27,0.5147058823529411
Hybrid,XGBoost,47,2021-07-06,2021-09-27,0.48303167420814486
Hybrid,Logistic Regression,48,2021-09-28,2021-12-20,0.5513392857142857
Hybrid,Random Forest,48,2021-09-28,2021-12-20,0.5078125
Hybrid,XGBoost,48,2021-09-28,2021-12-20,0.5111607142857143
Hybrid,Logistic Regression,49,2021-12-21,2022-03-14,0.5757918552036199
Hybrid,Random Forest,49,2021-12-21,2022-03-14,0.578054298642534
Hybrid,XGBoost,49,2021-12-21,2022-03-14,0.48416289592760187
Hybrid,Logistic Regression,50,2022-03-15,2022-06-06,0.5508571428571428
Hybrid,Random Forest,50,2022-03-15,2022-06-06,0.5428571428571428
Hybrid,XGBoost,50,2022-03-15,2022-06-06,0.5245714285714286
Hybrid,Logistic Regression,51,2022-06-07,2022-08-29,0.5962180200222469
Hybrid,Random Forest,51,2022-06-07,2022-08-29,0.5239154616240267
Hybrid,XGBoost,51,2022-06-07,2022-08-29,0.5617352614015573
Hybrid,Logistic Regression,52,2022-08-30,2022-11-21,0.4866071428571428
Hybrid,Random Forest,52,2022-08-30,2022-11-21,0.5290178571428572
Hybrid,XGBoost,52,2022-08-30,2022-11-21,0.5390625
Hybrid,Logistic Regression,53,2022-11-22,2023-02-13,0.5558035714285714
Hybrid,Random Forest,53,2022-11-22,2023-02-13,0.5658482142857143
Hybrid,XGBoost,53,2022-11-22,2023-02-13,0.5658482142857142
Hybrid,Logistic Regression,54,2023-02-14,2023-05-08,0.5089285714285714
Hybrid,Random Forest,54,2023-02-14,2023-05-08,0.5178571428571428
Hybrid,XGBoost,54,2023-02-14,2023-05-08,0.5345982142857142
Hybrid,Logistic Regression,55,2023-05-09,2023-07-31,0.44107744107744107
Hybrid,Random Forest,55,2023-05-09,2023-07-31,0.4152637485970819
Hybrid,XGBoost,55,2023-05-09,2023-07-31,0.6060606060606061
Hybrid,Logistic Regression,56,2023-08-01,2023-10-23,0.4464285714285714
Hybrid,Random Forest,56,2023-08-01,2023-10-23,0.4453125
Hybrid,XGBoost,56,2023-08-01,2023-10-23,0.3683035714285714
Hybrid,Logistic Regression,57,2023-10-24,2024-01-15,0.525027808676307
Hybrid,Random Forest,57,2023-10-24,2024-01-15,0.6195773081201335
Hybrid,XGBoost,57,2023-10-24,2024-01-15,0.6229143492769744
Hybrid,Logistic Regression,58,2024-01-16,2024-04-08,0.43546576879910215
Hybrid,Random Forest,58,2024-01-16,2024-04-08,0.6588103254769921
Hybrid,XGBoost,58,2024-01-16,2024-04-08,0.6071829405162739
Hybrid,Logistic Regression,59,2024-04-09,2024-07-01,0.5502232142857142
Hybrid,Random Forest,59,2024-04-09,2024-07-01,0.5591517857142857
Hybrid,XGBoost,59,2024-04-09,2024-07-01,0.5993303571428571
Hybrid,Logistic Regression,60,2024-07-02,2024-09-23,0.49494949494949503
Hybrid,Random Forest,60,2024-07-02,2024-09-23,0.47586980920314254
Hybrid,XGBoost,60,2024-07-02,2024-09-23,0.42536475869809204
Hybrid,Logistic Regression,61,2024-09-24,2024-12-16,0.5017626321974148
Hybrid,Random Forest,61,2024-09-24,2024-12-16,0.5229142185663924
Hybrid,XGBoost,61,2024-09-24,2024-12-16,0.4453584018801409
Hybrid,Logistic Regression,62,2024-12-17,2025-03-11,0.5390625
Hybrid,Random Forest,62,2024-12-17,2025-03-11,0.5792410714285714
Hybrid,XGBoost,62,2024-12-17,2025-03-11,0.45535714285714285
Hybrid,Logistic Regression,63,2025-03-12,2025-06-05,0.5948660714285714
Hybrid,Random Forest,63,2025-03-12,2025-06-05,0.6049107142857143
Hybrid,XGBoost,63,2025-03-12,2025-06-05,0.5714285714285714
Hybrid,Logistic Regression,64,2025-06-06,2025-08-28,0.4994438264738599
Hybrid,Random Forest,64,2025-06-06,2025-08-28,0.5305895439377085
Hybrid,XGBoost,64,2025-06-06,2025-08-28,0.4994438264738598
Hybrid,Logistic Regression,65,2025-08-29,2025-11-20,0.6162402669632926
Hybrid,Random Forest,65,2025-08-29,2025-11-20,0.5817575083426029
Hybrid,XGBoost,65,2025-08-29,2025-11-20,0.7341490545050056
