date,event,canonical_event,actual,forecast,previous,surprise,surprise_available
2017-05-31,CPI Flash Estimate y/y,eu_cpi,1.4,1.5,1.9,-0.10000000000000009,1
2017-06-02,Non-Farm Employment Change,us_nfp,138.0,181.0,174.0,-43.0,1
2017-06-08,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2017-06-14,CPI m/m,us_cpi,-0.1,0.2,0.2,-0.30000000000000004,1
2017-06-15,Federal Funds Rate,us_fomc,1.25,1.25,1.0,0.0,1
2017-06-30,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.0,0.9,0.10000000000000009,1
2017-06-30,CPI Flash Estimate y/y,eu_cpi,1.3,1.2,1.4,0.10000000000000009,1
2017-07-07,Non-Farm Employment Change,us_nfp,222.0,175.0,152.0,47.0,1
2017-07-14,CPI m/m,us_cpi,0.0,0.1,-0.1,-0.1,1
2017-07-20,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2017-07-27,Federal Funds Rate,us_fomc,1.25,1.25,1.25,0.0,1
2017-07-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.2,1.1,1.1,0.09999999999999987,1
2017-07-31,CPI Flash Estimate y/y,eu_cpi,1.3,1.3,1.3,0.0,1
2017-08-04,Non-Farm Employment Change,us_nfp,209.0,182.0,231.0,27.0,1
2017-08-11,CPI m/m,us_cpi,0.1,0.2,0.0,-0.1,1
2017-08-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.2,1.2,1.2,0.0,1
2017-08-31,CPI Flash Estimate y/y,eu_cpi,1.5,1.4,1.3,0.10000000000000009,1
2017-09-01,Non-Farm Employment Change,us_nfp,156.0,180.0,189.0,-24.0,1
2017-09-07,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2017-09-14,CPI m/m,us_cpi,0.4,0.3,0.1,0.10000000000000003,1
2017-09-21,Federal Funds Rate,us_fomc,1.25,1.25,1.25,0.0,1
2017-09-29,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.2,1.2,-0.09999999999999987,1
2017-09-29,CPI Flash Estimate y/y,eu_cpi,1.5,1.6,1.5,-0.10000000000000009,1
2017-10-06,Non-Farm Employment Change,us_nfp,-33.0,82.0,169.0,-115.0,1
2017-10-13,CPI m/m,us_cpi,0.5,0.6,0.4,-0.09999999999999998,1
2017-10-26,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2017-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.1,1.1,-0.20000000000000007,1
2017-10-31,CPI Flash Estimate y/y,eu_cpi,1.4,1.5,1.5,-0.10000000000000009,1
2017-11-02,Federal Funds Rate,us_fomc,1.25,1.25,1.25,0.0,1
2017-11-03,Non-Farm Employment Change,us_nfp,261.0,312.0,18.0,-51.0,1
2017-11-15,CPI m/m,us_cpi,0.1,0.1,0.5,0.0,1
2017-11-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.0,0.9,-0.09999999999999998,1
2017-11-30,CPI Flash Estimate y/y,eu_cpi,1.5,1.6,1.4,-0.10000000000000009,1
2017-12-08,Non-Farm Employment Change,us_nfp,228.0,198.0,244.0,30.0,1
2017-12-13,CPI m/m,us_cpi,0.4,0.4,0.1,0.0,1
2017-12-14,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2017-12-14,Federal Funds Rate,us_fomc,1.5,1.5,1.25,0.0,1
2018-01-05,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.0,0.9,-0.09999999999999998,1
2018-01-05,CPI Flash Estimate y/y,eu_cpi,1.4,1.4,1.5,0.0,1
2018-01-05,Non-Farm Employment Change,us_nfp,148.0,190.0,252.0,-42.0,1
2018-01-12,CPI m/m,us_cpi,0.1,0.1,0.4,0.0,1
2018-01-25,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2018-01-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.0,0.9,0.0,1
2018-01-31,CPI Flash Estimate y/y,eu_cpi,1.3,1.3,1.4,0.0,1
2018-02-01,Federal Funds Rate,us_fomc,1.5,1.5,1.5,0.0,1
2018-02-02,Non-Farm Employment Change,us_nfp,200.0,181.0,160.0,19.0,1
2018-02-14,CPI m/m,us_cpi,0.5,0.3,0.1,0.2,1
2018-02-28,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.0,1.0,0.0,1
2018-02-28,CPI Flash Estimate y/y,eu_cpi,1.2,1.2,1.3,0.0,1
2018-03-08,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2018-03-09,Non-Farm Employment Change,us_nfp,313.0,205.0,239.0,108.0,1
2018-03-13,CPI m/m,us_cpi,0.2,0.2,0.5,0.0,1
2018-03-22,Federal Funds Rate,us_fomc,1.75,1.75,1.5,0.0,1
2018-04-04,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.1,1.0,-0.10000000000000009,1
2018-04-04,CPI Flash Estimate y/y,eu_cpi,1.4,1.4,1.1,0.0,1
2018-04-06,Non-Farm Employment Change,us_nfp,103.0,188.0,326.0,-85.0,1
2018-04-11,CPI m/m,us_cpi,-0.1,0.0,0.2,-0.1,1
2018-04-26,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2018-05-03,Core CPI Flash Estimate y/y,eu_core_cpi,0.7,0.9,1.0,-0.20000000000000007,1
2018-05-03,CPI Flash Estimate y/y,eu_cpi,1.2,1.3,1.3,-0.10000000000000009,1
2018-05-03,Federal Funds Rate,us_fomc,1.75,1.75,1.75,0.0,1
2018-05-04,Non-Farm Employment Change,us_nfp,164.0,190.0,135.0,-26.0,1
2018-05-10,CPI m/m,us_cpi,0.2,0.3,-0.1,-0.09999999999999998,1
2018-05-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.0,0.7,0.10000000000000009,1
2018-05-31,CPI Flash Estimate y/y,eu_cpi,1.9,1.6,1.2,0.2999999999999998,1
2018-06-01,Non-Farm Employment Change,us_nfp,223.0,189.0,159.0,34.0,1
2018-06-12,CPI m/m,us_cpi,0.2,0.2,0.2,0.0,1
2018-06-14,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2018-06-14,Federal Funds Rate,us_fomc,2.0,2.0,1.75,0.0,1
2018-06-29,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.0,1.1,0.0,1
2018-06-29,CPI Flash Estimate y/y,eu_cpi,2.0,2.0,1.9,0.0,1
2018-07-06,Non-Farm Employment Change,us_nfp,213.0,195.0,244.0,18.0,1
2018-07-12,CPI m/m,us_cpi,0.1,0.2,0.2,-0.1,1
2018-07-26,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2018-07-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.0,0.9,0.10000000000000009,1
2018-07-31,CPI Flash Estimate y/y,eu_cpi,2.1,2.0,2.0,0.10000000000000009,1
2018-08-02,Federal Funds Rate,us_fomc,2.0,2.0,2.0,0.0,1
2018-08-03,Non-Farm Employment Change,us_nfp,157.0,191.0,248.0,-34.0,1
2018-08-10,CPI m/m,us_cpi,0.2,0.2,0.1,0.0,1
2018-08-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.1,1.1,-0.10000000000000009,1
2018-08-31,CPI Flash Estimate y/y,eu_cpi,2.0,2.1,2.1,-0.10000000000000009,1
2018-09-07,Non-Farm Employment Change,us_nfp,201.0,191.0,147.0,10.0,1
2018-09-13,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2018-09-13,CPI m/m,us_cpi,0.2,0.3,0.2,-0.09999999999999998,1
2018-09-27,Federal Funds Rate,us_fomc,2.25,2.25,2.0,0.0,1
2018-09-28,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.1,1.0,-0.20000000000000007,1
2018-09-28,CPI Flash Estimate y/y,eu_cpi,2.1,2.1,2.0,0.0,1
2018-10-05,Non-Farm Employment Change,us_nfp,134.0,185.0,270.0,-51.0,1
2018-10-11,CPI m/m,us_cpi,0.1,0.2,0.2,-0.1,1
2018-10-25,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2018-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.1,0.9,0.0,1
2018-10-31,CPI Flash Estimate y/y,eu_cpi,2.2,2.2,2.1,0.0,1
2018-11-02,Non-Farm Employment Change,us_nfp,250.0,194.0,118.0,56.0,1
2018-11-09,Federal Funds Rate,us_fomc,2.25,2.25,2.25,0.0,1
2018-11-14,CPI m/m,us_cpi,0.3,0.3,0.1,0.0,1
2018-11-30,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.1,1.1,-0.10000000000000009,1
2018-11-30,CPI Flash Estimate y/y,eu_cpi,2.0,2.1,2.2,-0.10000000000000009,1
2018-12-07,Non-Farm Employment Change,us_nfp,155.0,198.0,237.0,-43.0,1
2018-12-12,CPI m/m,us_cpi,0.0,0.0,0.3,0.0,1
2018-12-13,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2018-12-20,Federal Funds Rate,us_fomc,2.5,2.5,2.25,0.0,1
2019-01-04,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.0,1.0,0.0,1
2019-01-04,CPI Flash Estimate y/y,eu_cpi,1.6,1.8,1.9,-0.19999999999999996,1
2019-01-04,Non-Farm Employment Change,us_nfp,312.0,179.0,176.0,133.0,1
2019-01-11,CPI m/m,us_cpi,-0.1,-0.1,0.0,0.0,1
2019-01-24,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2019-01-31,Federal Funds Rate,us_fomc,2.5,2.5,2.5,0.0,1
2019-02-01,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.0,1.0,0.10000000000000009,1
2019-02-01,CPI Flash Estimate y/y,eu_cpi,1.4,1.4,1.6,0.0,1
2019-02-01,Non-Farm Employment Change,us_nfp,304.0,165.0,222.0,139.0,1
2019-02-13,CPI m/m,us_cpi,0.0,0.1,-0.1,-0.1,1
2019-03-01,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.1,1.1,-0.10000000000000009,1
2019-03-01,CPI Flash Estimate y/y,eu_cpi,1.5,1.5,1.4,0.0,1
2019-03-07,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2019-03-08,Non-Farm Employment Change,us_nfp,20.0,180.0,311.0,-160.0,1
2019-03-12,CPI m/m,us_cpi,0.2,0.2,0.0,0.0,1
2019-03-21,Federal Funds Rate,us_fomc,2.5,2.5,2.5,0.0,1
2019-04-01,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.9,1.0,-0.09999999999999998,1
2019-04-01,CPI Flash Estimate y/y,eu_cpi,1.4,1.5,1.5,-0.10000000000000009,1
2019-04-05,Non-Farm Employment Change,us_nfp,196.0,172.0,33.0,24.0,1
2019-04-10,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2019-04-10,CPI m/m,us_cpi,0.4,0.3,0.2,0.10000000000000003,1
2019-05-02,Federal Funds Rate,us_fomc,2.5,2.5,2.5,0.0,1
2019-05-03,Core CPI Flash Estimate y/y,eu_core_cpi,1.2,1.0,0.8,0.19999999999999996,1
2019-05-03,CPI Flash Estimate y/y,eu_cpi,1.7,1.6,1.4,0.09999999999999987,1
2019-05-03,Non-Farm Employment Change,us_nfp,263.0,181.0,189.0,82.0,1
2019-05-10,CPI m/m,us_cpi,0.3,0.4,0.4,-0.10000000000000003,1
2019-06-04,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,1.0,1.3,-0.19999999999999996,1
2019-06-04,CPI Flash Estimate y/y,eu_cpi,1.2,1.4,1.7,-0.19999999999999996,1
2019-06-06,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2019-06-07,Non-Farm Employment Change,us_nfp,75.0,177.0,224.0,-102.0,1
2019-06-12,CPI m/m,us_cpi,0.1,0.1,0.3,0.0,1
2019-06-20,Federal Funds Rate,us_fomc,2.5,2.5,2.5,0.0,1
2019-06-28,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.0,0.8,0.10000000000000009,1
2019-06-28,CPI Flash Estimate y/y,eu_cpi,1.2,1.2,1.2,0.0,1
2019-07-05,Non-Farm Employment Change,us_nfp,224.0,162.0,72.0,62.0,1
2019-07-11,CPI m/m,us_cpi,0.1,0.0,0.1,0.1,1
2019-07-25,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2019-07-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.0,1.1,-0.09999999999999998,1
2019-07-31,CPI Flash Estimate y/y,eu_cpi,1.1,1.0,1.2,0.10000000000000009,1
2019-08-01,Federal Funds Rate,us_fomc,2.25,2.25,2.5,0.0,1
2019-08-02,Non-Farm Employment Change,us_nfp,164.0,164.0,193.0,0.0,1
2019-08-13,CPI m/m,us_cpi,0.3,0.3,0.1,0.0,1
2019-08-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.0,0.9,-0.09999999999999998,1
2019-08-30,CPI Flash Estimate y/y,eu_cpi,1.0,1.0,1.0,0.0,1
2019-09-06,Non-Farm Employment Change,us_nfp,130.0,163.0,159.0,-33.0,1
2019-09-12,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2019-09-12,CPI m/m,us_cpi,0.1,0.1,0.3,0.0,1
2019-09-19,Federal Funds Rate,us_fomc,2.0,2.0,2.25,0.0,1
2019-10-01,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.0,0.9,0.0,1
2019-10-01,CPI Flash Estimate y/y,eu_cpi,0.9,1.0,1.0,-0.09999999999999998,1
2019-10-04,Non-Farm Employment Change,us_nfp,136.0,145.0,168.0,-9.0,1
2019-10-10,CPI m/m,us_cpi,0.0,0.1,0.1,-0.1,1
2019-10-24,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2019-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.0,1.0,0.10000000000000009,1
2019-10-31,CPI Flash Estimate y/y,eu_cpi,0.7,0.7,0.8,0.0,1
2019-10-31,Federal Funds Rate,us_fomc,1.75,1.75,2.0,0.0,1
2019-11-01,Non-Farm Employment Change,us_nfp,128.0,90.0,180.0,38.0,1
2019-11-13,CPI m/m,us_cpi,0.4,0.3,0.0,0.10000000000000003,1
2019-11-29,Core CPI Flash Estimate y/y,eu_core_cpi,1.3,1.2,1.1,0.10000000000000009,1
2019-11-29,CPI Flash Estimate y/y,eu_cpi,1.0,0.8,0.7,0.19999999999999996,1
2019-12-06,Non-Farm Employment Change,us_nfp,266.0,181.0,156.0,85.0,1
2019-12-11,CPI m/m,us_cpi,0.3,0.2,0.4,0.09999999999999998,1
2019-12-12,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2019-12-12,Federal Funds Rate,us_fomc,1.75,1.75,1.75,0.0,1
2020-01-07,Core CPI Flash Estimate y/y,eu_core_cpi,1.3,1.3,1.3,0.0,1
2020-01-07,CPI Flash Estimate y/y,eu_cpi,1.3,1.3,1.0,0.0,1
2020-01-10,Non-Farm Employment Change,us_nfp,145.0,162.0,256.0,-17.0,1
2020-01-14,CPI m/m,us_cpi,0.2,0.2,0.3,0.0,1
2020-01-23,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2020-01-30,Federal Funds Rate,us_fomc,1.75,1.75,1.75,0.0,1
2020-01-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.2,1.3,-0.09999999999999987,1
2020-01-31,CPI Flash Estimate y/y,eu_cpi,1.4,1.4,1.3,0.0,1
2020-02-07,Non-Farm Employment Change,us_nfp,225.0,163.0,147.0,62.0,1
2020-02-13,CPI m/m,us_cpi,0.1,0.2,0.2,-0.1,1
2020-03-03,Core CPI Flash Estimate y/y,eu_core_cpi,1.2,1.2,1.1,0.0,1
2020-03-03,CPI Flash Estimate y/y,eu_cpi,1.2,1.4,1.4,-0.19999999999999996,1
2020-03-03,Federal Funds Rate,us_fomc,1.25,,1.75,,0
2020-03-06,Non-Farm Employment Change,us_nfp,273.0,175.0,273.0,98.0,1
2020-03-11,CPI m/m,us_cpi,0.1,0.0,0.1,0.1,1
2020-03-12,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2020-03-16,Federal Funds Rate,us_fomc,0.25,,1.25,,0
2020-03-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.1,1.2,-0.10000000000000009,1
2020-03-31,CPI Flash Estimate y/y,eu_cpi,0.7,0.8,1.2,-0.10000000000000009,1
2020-04-03,Non-Farm Employment Change,us_nfp,-701.0,-100.0,275.0,-601.0,1
2020-04-10,CPI m/m,us_cpi,-0.4,-0.3,0.1,-0.10000000000000003,1
2020-04-30,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2020-04-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.7,1.0,0.20000000000000007,1
2020-04-30,CPI Flash Estimate y/y,eu_cpi,0.4,0.1,0.7,0.30000000000000004,1
2020-04-30,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2020-05-08,Non-Farm Employment Change,us_nfp,-20537.0,-22000.0,-881.0,1463.0,1
2020-05-12,CPI m/m,us_cpi,-0.8,-0.7,-0.4,-0.10000000000000009,1
2020-05-29,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.8,0.9,0.09999999999999998,1
2020-05-29,CPI Flash Estimate y/y,eu_cpi,0.1,0.1,0.3,0.0,1
2020-06-04,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2020-06-05,Non-Farm Employment Change,us_nfp,2509.0,-7750.0,-20687.0,10259.0,1
2020-06-10,CPI m/m,us_cpi,-0.1,0.0,-0.8,-0.1,1
2020-06-11,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2020-06-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.8,0.9,0.0,1
2020-06-30,CPI Flash Estimate y/y,eu_cpi,0.3,-0.1,0.1,0.4,1
2020-07-02,Non-Farm Employment Change,us_nfp,4800.0,3037.0,2699.0,1763.0,1
2020-07-14,CPI m/m,us_cpi,0.6,0.5,-0.1,0.09999999999999998,1
2020-07-16,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2020-07-30,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2020-07-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.2,0.8,0.8,0.3999999999999999,1
2020-07-31,CPI Flash Estimate y/y,eu_cpi,0.4,0.3,0.3,0.10000000000000003,1
2020-08-07,Non-Farm Employment Change,us_nfp,1763.0,1530.0,4791.0,233.0,1
2020-08-12,CPI m/m,us_cpi,0.6,0.3,0.6,0.3,1
2020-09-01,Core CPI Flash Estimate y/y,eu_core_cpi,0.4,0.9,1.2,-0.5,1
2020-09-01,CPI Flash Estimate y/y,eu_cpi,-0.2,0.2,0.4,-0.4,1
2020-09-04,Non-Farm Employment Change,us_nfp,1371.0,1375.0,1734.0,-4.0,1
2020-09-10,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2020-09-11,CPI m/m,us_cpi,0.4,0.3,0.6,0.10000000000000003,1
2020-09-17,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2020-10-02,Core CPI Flash Estimate y/y,eu_core_cpi,0.2,0.5,0.4,-0.3,1
2020-10-02,CPI Flash Estimate y/y,eu_cpi,-0.3,-0.1,-0.2,-0.19999999999999998,1
2020-10-02,Non-Farm Employment Change,us_nfp,661.0,900.0,1489.0,-239.0,1
2020-10-13,CPI m/m,us_cpi,0.2,0.2,0.4,0.0,1
2020-10-29,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2020-10-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.2,0.2,0.2,0.0,1
2020-10-30,CPI Flash Estimate y/y,eu_cpi,-0.3,-0.3,-0.3,0.0,1
2020-11-06,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2020-11-06,Non-Farm Employment Change,us_nfp,638.0,595.0,672.0,43.0,1
2020-11-12,CPI m/m,us_cpi,0.0,0.1,0.2,-0.1,1
2020-12-01,Core CPI Flash Estimate y/y,eu_core_cpi,0.2,0.2,0.2,0.0,1
2020-12-01,CPI Flash Estimate y/y,eu_cpi,-0.3,-0.2,-0.3,-0.09999999999999998,1
2020-12-04,Non-Farm Employment Change,us_nfp,245.0,480.0,610.0,-235.0,1
2020-12-10,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2020-12-10,CPI m/m,us_cpi,0.2,0.1,0.0,0.1,1
2020-12-17,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2021-01-07,Core CPI Flash Estimate y/y,eu_core_cpi,0.2,0.2,0.2,0.0,1
2021-01-07,CPI Flash Estimate y/y,eu_cpi,-0.3,-0.2,-0.3,-0.09999999999999998,1
2021-01-08,Non-Farm Employment Change,us_nfp,-140.0,60.0,336.0,-200.0,1
2021-01-13,CPI m/m,us_cpi,0.4,0.4,0.2,0.0,1
2021-01-21,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2021-01-28,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2021-02-03,Core CPI Flash Estimate y/y,eu_core_cpi,1.4,0.9,0.2,0.4999999999999999,1
2021-02-03,CPI Flash Estimate y/y,eu_cpi,0.9,0.6,-0.3,0.30000000000000004,1
2021-02-05,Non-Farm Employment Change,us_nfp,49.0,85.0,-227.0,-36.0,1
2021-02-10,CPI m/m,us_cpi,0.3,0.3,0.4,0.0,1
2021-03-02,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,1.1,1.4,0.0,1
2021-03-02,CPI Flash Estimate y/y,eu_cpi,0.9,0.9,0.9,0.0,1
2021-03-05,Non-Farm Employment Change,us_nfp,379.0,197.0,166.0,182.0,1
2021-03-10,CPI m/m,us_cpi,0.4,0.4,0.3,0.0,1
2021-03-11,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2021-03-18,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2021-03-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.1,1.1,-0.20000000000000007,1
2021-03-31,CPI Flash Estimate y/y,eu_cpi,1.3,1.4,0.9,-0.09999999999999987,1
2021-04-02,Non-Farm Employment Change,us_nfp,916.0,652.0,468.0,264.0,1
2021-04-13,CPI m/m,us_cpi,0.6,0.5,0.4,0.09999999999999998,1
2021-04-22,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2021-04-29,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2021-04-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.8,0.9,0.0,1
2021-04-30,CPI Flash Estimate y/y,eu_cpi,1.6,1.6,1.3,0.0,1
2021-05-07,Non-Farm Employment Change,us_nfp,266.0,990.0,770.0,-724.0,1
2021-05-12,CPI m/m,us_cpi,0.8,0.2,0.6,0.6000000000000001,1
2021-06-01,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.9,0.7,0.0,1
2021-06-01,CPI Flash Estimate y/y,eu_cpi,2.0,1.9,1.6,0.10000000000000009,1
2021-06-04,Non-Farm Employment Change,us_nfp,559.0,645.0,278.0,-86.0,1
2021-06-10,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2021-06-10,CPI m/m,us_cpi,0.6,0.4,0.8,0.19999999999999996,1
2021-06-17,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2021-06-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.9,1.0,0.0,1
2021-06-30,CPI Flash Estimate y/y,eu_cpi,1.9,1.9,2.0,0.0,1
2021-07-02,Non-Farm Employment Change,us_nfp,850.0,725.0,583.0,125.0,1
2021-07-13,CPI m/m,us_cpi,0.9,0.5,0.6,0.4,1
2021-07-22,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2021-07-29,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2021-07-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.7,0.7,0.9,0.0,1
2021-07-30,CPI Flash Estimate y/y,eu_cpi,2.2,2.0,1.9,0.20000000000000018,1
2021-08-06,Non-Farm Employment Change,us_nfp,943.0,870.0,938.0,73.0,1
2021-08-11,CPI m/m,us_cpi,0.5,0.5,0.9,0.0,1
2021-08-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.6,1.5,0.7,0.10000000000000009,1
2021-08-31,CPI Flash Estimate y/y,eu_cpi,3.0,2.7,2.2,0.2999999999999998,1
2021-09-03,Non-Farm Employment Change,us_nfp,235.0,720.0,1053.0,-485.0,1
2021-09-09,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2021-09-14,CPI m/m,us_cpi,0.3,0.4,0.5,-0.10000000000000003,1
2021-09-23,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2021-10-01,Core CPI Flash Estimate y/y,eu_core_cpi,1.9,1.9,1.6,0.0,1
2021-10-01,CPI Flash Estimate y/y,eu_cpi,3.4,3.3,3.0,0.10000000000000009,1
2021-10-08,Non-Farm Employment Change,us_nfp,194.0,490.0,366.0,-296.0,1
2021-10-13,CPI m/m,us_cpi,0.4,0.3,0.3,0.10000000000000003,1
2021-10-28,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2021-10-29,Core CPI Flash Estimate y/y,eu_core_cpi,2.1,1.9,1.9,0.20000000000000018,1
2021-10-29,CPI Flash Estimate y/y,eu_cpi,4.1,3.7,3.4,0.39999999999999947,1
2021-11-04,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2021-11-05,Non-Farm Employment Change,us_nfp,531.0,455.0,312.0,76.0,1
2021-11-10,CPI m/m,us_cpi,0.9,0.6,0.4,0.30000000000000004,1
2021-11-30,Core CPI Flash Estimate y/y,eu_core_cpi,2.6,2.3,2.0,0.30000000000000027,1
2021-11-30,CPI Flash Estimate y/y,eu_cpi,4.9,4.5,4.1,0.40000000000000036,1
2021-12-03,Non-Farm Employment Change,us_nfp,210.0,553.0,546.0,-343.0,1
2021-12-10,CPI m/m,us_cpi,0.8,0.7,0.9,0.10000000000000009,1
2021-12-16,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2021-12-16,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2022-01-07,Core CPI Flash Estimate y/y,eu_core_cpi,2.6,2.5,2.6,0.10000000000000009,1
2022-01-07,CPI Flash Estimate y/y,eu_cpi,5.0,4.8,4.9,0.20000000000000018,1
2022-01-07,Non-Farm Employment Change,us_nfp,199.0,426.0,249.0,-227.0,1
2022-01-12,CPI m/m,us_cpi,0.5,0.4,0.8,0.09999999999999998,1
2022-01-27,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2022-02-02,Core CPI Flash Estimate y/y,eu_core_cpi,2.3,1.9,2.6,0.3999999999999999,1
2022-02-02,CPI Flash Estimate y/y,eu_cpi,5.1,4.4,5.0,0.6999999999999993,1
2022-02-03,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2022-02-04,Non-Farm Employment Change,us_nfp,467.0,110.0,510.0,357.0,1
2022-02-10,CPI m/m,us_cpi,0.6,0.4,0.5,0.19999999999999996,1
2022-03-02,Core CPI Flash Estimate y/y,eu_core_cpi,2.7,2.6,2.3,0.10000000000000009,1
2022-03-02,CPI Flash Estimate y/y,eu_cpi,5.8,5.6,5.1,0.20000000000000018,1
