date,event,canonical_event,actual,forecast,previous,surprise,surprise_available
2012-07-31,CPI Flash Estimate y/y,eu_cpi,2.4,2.4,2.4,0.0,1
2012-08-02,Main Refinancing Rate,ecb_rate,0.75,0.75,0.75,0.0,1
2012-08-02,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2012-08-03,Non-Farm Employment Change,us_nfp,163.0,101.0,64.0,62.0,1
2012-08-15,CPI m/m,us_cpi,0.0,0.2,0.0,-0.2,1
2012-08-31,CPI Flash Estimate y/y,eu_cpi,2.6,2.5,2.4,0.10000000000000009,1
2012-09-06,Main Refinancing Rate,ecb_rate,0.75,0.75,0.75,0.0,1
2012-09-07,Non-Farm Employment Change,us_nfp,96.0,123.0,141.0,-27.0,1
2012-09-14,CPI m/m,us_cpi,0.6,0.5,0.0,0.09999999999999998,1
2012-09-14,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2012-09-28,CPI Flash Estimate y/y,eu_cpi,2.7,2.4,2.6,0.30000000000000027,1
2012-10-04,Main Refinancing Rate,ecb_rate,0.75,0.75,0.75,0.0,1
2012-10-05,Non-Farm Employment Change,us_nfp,114.0,114.0,142.0,0.0,1
2012-10-16,CPI m/m,us_cpi,0.6,0.4,0.6,0.19999999999999996,1
2012-10-25,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2012-10-31,CPI Flash Estimate y/y,eu_cpi,2.5,2.5,2.6,0.0,1
2012-11-02,Non-Farm Employment Change,us_nfp,171.0,123.0,148.0,48.0,1
2012-11-08,Main Refinancing Rate,ecb_rate,0.75,0.75,0.75,0.0,1
2012-11-15,CPI m/m,us_cpi,0.1,0.1,0.6,0.0,1
2012-11-30,CPI Flash Estimate y/y,eu_cpi,2.2,2.4,2.5,-0.19999999999999973,1
2012-12-06,Main Refinancing Rate,ecb_rate,0.75,0.75,0.75,0.0,1
2012-12-07,Non-Farm Employment Change,us_nfp,146.0,89.0,138.0,57.0,1
2012-12-13,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2012-12-14,CPI m/m,us_cpi,-0.3,-0.2,0.1,-0.09999999999999998,1
2013-01-04,CPI Flash Estimate y/y,eu_cpi,2.2,2.1,2.2,0.10000000000000009,1
2013-01-04,Non-Farm Employment Change,us_nfp,155.0,150.0,161.0,5.0,1
2013-01-10,Main Refinancing Rate,ecb_rate,0.75,0.75,0.75,0.0,1
2013-01-16,CPI m/m,us_cpi,0.0,0.0,-0.3,0.0,1
2013-01-31,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2013-02-01,CPI Flash Estimate y/y,eu_cpi,2.0,2.2,2.2,-0.20000000000000018,1
2013-02-01,Non-Farm Employment Change,us_nfp,157.0,161.0,196.0,-4.0,1
2013-02-07,Main Refinancing Rate,ecb_rate,0.75,0.75,0.75,0.0,1
2013-02-21,CPI m/m,us_cpi,0.0,0.1,0.0,-0.1,1
2013-03-01,CPI Flash Estimate y/y,eu_cpi,1.8,2.0,2.0,-0.19999999999999996,1
2013-03-07,Main Refinancing Rate,ecb_rate,0.75,0.75,0.75,0.0,1
2013-03-08,Non-Farm Employment Change,us_nfp,236.0,162.0,119.0,74.0,1
2013-03-15,CPI m/m,us_cpi,0.7,0.6,0.0,0.09999999999999998,1
2013-03-21,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2013-04-03,CPI Flash Estimate y/y,eu_cpi,1.7,1.6,1.8,0.09999999999999987,1
2013-04-04,Main Refinancing Rate,ecb_rate,0.75,0.75,0.75,0.0,1
2013-04-05,Non-Farm Employment Change,us_nfp,88.0,198.0,268.0,-110.0,1
2013-04-16,CPI m/m,us_cpi,-0.2,0.0,0.7,-0.2,1
2013-04-30,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,,1.5,,0
2013-04-30,CPI Flash Estimate y/y,eu_cpi,1.2,1.6,1.7,-0.40000000000000013,1
2013-05-02,Main Refinancing Rate,ecb_rate,0.5,0.5,0.75,0.0,1
2013-05-02,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2013-05-03,Non-Farm Employment Change,us_nfp,165.0,146.0,138.0,19.0,1
2013-05-16,CPI m/m,us_cpi,-0.4,-0.3,-0.2,-0.10000000000000003,1
2013-05-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.2,,1.0,,0
2013-05-31,CPI Flash Estimate y/y,eu_cpi,1.4,1.4,1.2,0.0,1
2013-06-06,Main Refinancing Rate,ecb_rate,0.5,0.5,0.5,0.0,1
2013-06-07,Non-Farm Employment Change,us_nfp,175.0,167.0,149.0,8.0,1
2013-06-18,CPI m/m,us_cpi,0.1,0.1,-0.4,0.0,1
2013-06-20,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2013-07-01,Core CPI Flash Estimate y/y,eu_core_cpi,1.2,,1.2,,0
2013-07-01,CPI Flash Estimate y/y,eu_cpi,1.6,1.6,1.4,0.0,1
2013-07-04,Main Refinancing Rate,ecb_rate,0.5,0.5,0.5,0.0,1
2013-07-05,Non-Farm Employment Change,us_nfp,195.0,163.0,195.0,32.0,1
2013-07-16,CPI m/m,us_cpi,0.5,0.3,0.1,0.2,1
2013-07-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,,1.2,,0
2013-07-31,CPI Flash Estimate y/y,eu_cpi,1.6,1.6,1.6,0.0,1
2013-08-01,Main Refinancing Rate,ecb_rate,0.5,0.5,0.5,0.0,1
2013-08-01,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2013-08-02,Non-Farm Employment Change,us_nfp,162.0,184.0,188.0,-22.0,1
2013-08-15,CPI m/m,us_cpi,0.2,0.2,0.5,0.0,1
2013-08-30,Core CPI Flash Estimate y/y,eu_core_cpi,1.1,,1.1,,0
2013-08-30,CPI Flash Estimate y/y,eu_cpi,1.3,1.4,1.6,-0.09999999999999987,1
2013-09-05,Main Refinancing Rate,ecb_rate,0.5,0.5,0.5,0.0,1
2013-09-06,Non-Farm Employment Change,us_nfp,169.0,178.0,104.0,-9.0,1
2013-09-17,CPI m/m,us_cpi,0.1,0.2,0.2,-0.1,1
2013-09-19,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2013-09-30,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,,1.1,,0
2013-09-30,CPI Flash Estimate y/y,eu_cpi,1.1,1.3,1.3,-0.19999999999999996,1
2013-10-02,Main Refinancing Rate,ecb_rate,0.5,0.5,0.5,0.0,1
2013-10-22,Non-Farm Employment Change,us_nfp,148.0,182.0,193.0,-34.0,1
2013-10-30,CPI m/m,us_cpi,0.2,0.2,0.1,0.0,1
2013-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,,1.0,,0
2013-10-31,CPI Flash Estimate y/y,eu_cpi,0.7,1.1,1.1,-0.40000000000000013,1
2013-10-31,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2013-11-07,Main Refinancing Rate,ecb_rate,0.25,0.5,0.5,-0.25,1
2013-11-08,Non-Farm Employment Change,us_nfp,204.0,121.0,163.0,83.0,1
2013-11-20,CPI m/m,us_cpi,-0.1,0.0,0.2,-0.1,1
2013-11-29,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,,0.8,,0
2013-11-29,CPI Flash Estimate y/y,eu_cpi,0.9,0.8,0.7,0.09999999999999998,1
2013-12-05,Main Refinancing Rate,ecb_rate,0.25,0.25,0.25,0.0,1
2013-12-06,Non-Farm Employment Change,us_nfp,203.0,180.0,200.0,23.0,1
2013-12-17,CPI m/m,us_cpi,0.0,0.1,-0.1,-0.1,1
2013-12-19,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2014-01-07,Core CPI Flash Estimate y/y,eu_core_cpi,0.7,,0.9,,0
2014-01-07,CPI Flash Estimate y/y,eu_cpi,0.8,0.9,0.9,-0.09999999999999998,1
2014-01-09,Main Refinancing Rate,ecb_rate,0.25,0.25,0.25,0.0,1
2014-01-10,Non-Farm Employment Change,us_nfp,74.0,196.0,241.0,-122.0,1
2014-01-16,CPI m/m,us_cpi,0.3,0.3,0.0,0.0,1
2014-01-30,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2014-01-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,,0.7,,0
2014-01-31,CPI Flash Estimate y/y,eu_cpi,0.7,0.9,0.8,-0.20000000000000007,1
2014-02-06,Main Refinancing Rate,ecb_rate,0.25,0.25,0.25,0.0,1
2014-02-07,Non-Farm Employment Change,us_nfp,113.0,185.0,75.0,-72.0,1
2014-02-20,CPI m/m,us_cpi,0.1,0.1,0.3,0.0,1
2014-02-28,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,,0.8,,0
2014-02-28,CPI Flash Estimate y/y,eu_cpi,0.8,0.7,0.8,0.10000000000000009,1
2014-03-06,Main Refinancing Rate,ecb_rate,0.25,0.25,0.25,0.0,1
2014-03-07,Non-Farm Employment Change,us_nfp,175.0,151.0,129.0,24.0,1
2014-03-18,CPI m/m,us_cpi,0.1,0.1,0.1,0.0,1
2014-03-20,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2014-03-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,,1.0,,0
2014-03-31,CPI Flash Estimate y/y,eu_cpi,0.5,0.6,0.7,-0.09999999999999998,1
2014-04-03,Main Refinancing Rate,ecb_rate,0.25,0.25,0.25,0.0,1
2014-04-04,Non-Farm Employment Change,us_nfp,192.0,199.0,197.0,-7.0,1
2014-04-15,CPI m/m,us_cpi,0.2,0.1,0.1,0.1,1
2014-04-30,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,,0.7,,0
2014-04-30,CPI Flash Estimate y/y,eu_cpi,0.7,0.8,0.5,-0.10000000000000009,1
2014-05-01,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2014-05-02,Non-Farm Employment Change,us_nfp,288.0,216.0,203.0,72.0,1
2014-05-08,Main Refinancing Rate,ecb_rate,0.25,0.25,0.25,0.0,1
2014-05-15,CPI m/m,us_cpi,0.3,0.3,0.2,0.0,1
2014-06-03,Core CPI Flash Estimate y/y,eu_core_cpi,0.7,0.9,1.0,-0.20000000000000007,1
2014-06-03,CPI Flash Estimate y/y,eu_cpi,0.5,0.7,0.7,-0.19999999999999996,1
2014-06-05,Main Refinancing Rate,ecb_rate,0.15,0.1,0.25,0.04999999999999999,1
2014-06-06,Non-Farm Employment Change,us_nfp,217.0,214.0,282.0,3.0,1
2014-06-17,CPI m/m,us_cpi,0.4,0.2,0.3,0.2,1
2014-06-19,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2014-06-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.7,0.7,0.10000000000000009,1
2014-06-30,CPI Flash Estimate y/y,eu_cpi,0.5,0.6,0.5,-0.09999999999999998,1
2014-07-03,Main Refinancing Rate,ecb_rate,0.15,0.15,0.15,0.0,1
2014-07-03,Non-Farm Employment Change,us_nfp,288.0,214.0,224.0,74.0,1
2014-07-22,CPI m/m,us_cpi,0.3,0.3,0.4,0.0,1
2014-07-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.8,0.8,0.0,1
2014-07-31,CPI Flash Estimate y/y,eu_cpi,0.4,0.5,0.5,-0.09999999999999998,1
2014-07-31,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2014-08-01,Non-Farm Employment Change,us_nfp,209.0,231.0,298.0,-22.0,1
2014-08-07,Main Refinancing Rate,ecb_rate,0.15,0.15,0.15,0.0,1
2014-08-19,CPI m/m,us_cpi,0.1,0.1,0.3,0.0,1
2014-08-29,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.8,0.8,0.09999999999999998,1
2014-08-29,CPI Flash Estimate y/y,eu_cpi,0.3,0.3,0.4,0.0,1
2014-09-04,Main Refinancing Rate,ecb_rate,0.05,0.15,0.15,-0.09999999999999999,1
2014-09-05,Non-Farm Employment Change,us_nfp,142.0,226.0,212.0,-84.0,1
2014-09-17,CPI m/m,us_cpi,-0.2,0.1,0.1,-0.30000000000000004,1
2014-09-18,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2014-09-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.7,0.9,0.9,-0.20000000000000007,1
2014-09-30,CPI Flash Estimate y/y,eu_cpi,0.3,0.3,0.4,0.0,1
2014-10-02,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2014-10-03,Non-Farm Employment Change,us_nfp,248.0,216.0,180.0,32.0,1
2014-10-22,CPI m/m,us_cpi,0.1,0.0,-0.2,0.1,1
2014-10-30,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2014-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.7,0.8,0.8,-0.10000000000000009,1
2014-10-31,CPI Flash Estimate y/y,eu_cpi,0.4,0.4,0.3,0.0,1
2014-11-06,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2014-11-07,Non-Farm Employment Change,us_nfp,214.0,235.0,256.0,-21.0,1
2014-11-20,CPI m/m,us_cpi,0.0,-0.1,0.1,0.1,1
2014-11-28,Core CPI Flash Estimate y/y,eu_core_cpi,0.7,0.7,0.7,0.0,1
2014-11-28,CPI Flash Estimate y/y,eu_cpi,0.3,0.3,0.4,0.0,1
2014-12-04,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2014-12-05,Non-Farm Employment Change,us_nfp,321.0,231.0,243.0,90.0,1
2014-12-17,CPI m/m,us_cpi,-0.3,-0.1,0.0,-0.19999999999999998,1
2014-12-18,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2015-01-07,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.6,0.7,0.20000000000000007,1
2015-01-07,CPI Flash Estimate y/y,eu_cpi,-0.2,0.0,0.3,-0.2,1
2015-01-09,Non-Farm Employment Change,us_nfp,252.0,241.0,353.0,11.0,1
2015-01-16,CPI m/m,us_cpi,-0.4,-0.3,-0.3,-0.10000000000000003,1
2015-01-22,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2015-01-29,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2015-01-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.6,0.6,0.7,0.0,1
2015-01-30,CPI Flash Estimate y/y,eu_cpi,-0.6,-0.5,-0.2,-0.09999999999999998,1
2015-02-06,Non-Farm Employment Change,us_nfp,257.0,236.0,329.0,21.0,1
2015-02-26,CPI m/m,us_cpi,-0.7,-0.6,-0.4,-0.09999999999999998,1
2015-03-02,Core CPI Flash Estimate y/y,eu_core_cpi,0.6,0.6,0.6,0.0,1
2015-03-02,CPI Flash Estimate y/y,eu_cpi,-0.3,-0.5,-0.6,0.2,1
2015-03-05,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2015-03-06,Non-Farm Employment Change,us_nfp,295.0,240.0,239.0,55.0,1
2015-03-19,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2015-03-24,CPI m/m,us_cpi,0.2,0.2,-0.7,0.0,1
2015-03-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.6,0.6,0.7,0.0,1
2015-03-31,CPI Flash Estimate y/y,eu_cpi,-0.1,-0.3,-0.3,0.19999999999999998,1
2015-04-03,Non-Farm Employment Change,us_nfp,126.0,246.0,264.0,-120.0,1
2015-04-15,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2015-04-17,CPI m/m,us_cpi,0.2,0.2,0.2,0.0,1
2015-04-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.6,0.6,0.6,0.0,1
2015-04-30,CPI Flash Estimate y/y,eu_cpi,0.0,0.0,-0.1,0.0,1
2015-04-30,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2015-05-08,Non-Farm Employment Change,us_nfp,223.0,228.0,85.0,-5.0,1
2015-05-22,CPI m/m,us_cpi,0.1,0.1,0.2,0.0,1
2015-06-02,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.7,0.6,0.20000000000000007,1
2015-06-02,CPI Flash Estimate y/y,eu_cpi,0.3,0.2,0.0,0.09999999999999998,1
2015-06-03,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2015-06-05,Non-Farm Employment Change,us_nfp,280.0,222.0,221.0,58.0,1
2015-06-18,CPI m/m,us_cpi,0.4,0.5,0.1,-0.09999999999999998,1
2015-06-18,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2015-06-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.8,0.9,0.0,1
2015-06-30,CPI Flash Estimate y/y,eu_cpi,0.2,0.2,0.3,0.0,1
2015-07-02,Non-Farm Employment Change,us_nfp,223.0,231.0,254.0,-8.0,1
2015-07-16,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2015-07-17,CPI m/m,us_cpi,0.3,0.3,0.4,0.0,1
2015-07-30,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2015-07-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,0.8,0.8,0.19999999999999996,1
2015-07-31,CPI Flash Estimate y/y,eu_cpi,0.2,0.2,0.2,0.0,1
2015-08-07,Non-Farm Employment Change,us_nfp,215.0,222.0,231.0,-7.0,1
2015-08-19,CPI m/m,us_cpi,0.1,0.2,0.3,-0.1,1
2015-08-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,1.0,1.0,0.0,1
2015-08-31,CPI Flash Estimate y/y,eu_cpi,0.2,0.2,0.2,0.0,1
2015-09-03,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2015-09-04,Non-Farm Employment Change,us_nfp,173.0,215.0,245.0,-42.0,1
2015-09-16,CPI m/m,us_cpi,-0.1,0.0,0.1,-0.1,1
2015-09-18,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2015-09-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.9,0.9,0.0,1
2015-09-30,CPI Flash Estimate y/y,eu_cpi,-0.1,0.0,0.1,-0.1,1
2015-10-02,Non-Farm Employment Change,us_nfp,142.0,201.0,136.0,-59.0,1
2015-10-15,CPI m/m,us_cpi,-0.2,-0.2,-0.1,0.0,1
2015-10-22,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2015-10-29,Federal Funds Rate,us_fomc,0.25,0.25,0.25,0.0,1
2015-10-30,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,0.9,0.9,0.09999999999999998,1
2015-10-30,CPI Flash Estimate y/y,eu_cpi,0.0,0.0,-0.1,0.0,1
2015-11-06,Non-Farm Employment Change,us_nfp,271.0,181.0,137.0,90.0,1
2015-11-17,CPI m/m,us_cpi,0.2,0.2,-0.2,0.0,1
2015-12-02,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.1,1.1,-0.20000000000000007,1
2015-12-02,CPI Flash Estimate y/y,eu_cpi,0.1,0.2,0.1,-0.1,1
2015-12-03,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2015-12-04,Non-Farm Employment Change,us_nfp,211.0,201.0,298.0,10.0,1
2015-12-15,CPI m/m,us_cpi,0.0,0.0,0.2,0.0,1
2015-12-17,Federal Funds Rate,us_fomc,0.5,0.5,0.25,0.0,1
2016-01-05,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.0,0.9,-0.09999999999999998,1
2016-01-05,CPI Flash Estimate y/y,eu_cpi,0.2,0.4,0.2,-0.2,1
2016-01-08,Non-Farm Employment Change,us_nfp,292.0,203.0,252.0,89.0,1
2016-01-20,CPI m/m,us_cpi,-0.1,0.0,0.0,-0.1,1
2016-01-21,Main Refinancing Rate,ecb_rate,0.05,0.05,0.05,0.0,1
2016-01-28,Federal Funds Rate,us_fomc,0.5,0.5,0.5,0.0,1
2016-01-29,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,0.9,0.9,0.09999999999999998,1
2016-01-29,CPI Flash Estimate y/y,eu_cpi,0.4,0.4,0.2,0.0,1
2016-02-05,Non-Farm Employment Change,us_nfp,151.0,189.0,262.0,-38.0,1
2016-02-19,CPI m/m,us_cpi,0.0,-0.1,-0.1,0.1,1
2016-02-29,Core CPI Flash Estimate y/y,eu_core_cpi,0.7,0.9,1.0,-0.20000000000000007,1
2016-02-29,CPI Flash Estimate y/y,eu_cpi,-0.2,0.0,0.3,-0.2,1
2016-03-04,Non-Farm Employment Change,us_nfp,242.0,195.0,172.0,47.0,1
2016-03-10,Main Refinancing Rate,ecb_rate,0.0,0.05,0.05,-0.05,1
2016-03-16,CPI m/m,us_cpi,-0.2,-0.2,0.0,0.0,1
2016-03-17,Federal Funds Rate,us_fomc,0.5,0.5,0.5,0.0,1
2016-03-31,Core CPI Flash Estimate y/y,eu_core_cpi,1.0,0.9,0.8,0.09999999999999998,1
2016-03-31,CPI Flash Estimate y/y,eu_cpi,-0.1,-0.1,-0.2,0.0,1
2016-04-01,Non-Farm Employment Change,us_nfp,215.0,206.0,245.0,9.0,1
2016-04-14,CPI m/m,us_cpi,0.1,0.2,-0.2,-0.1,1
2016-04-21,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2016-04-28,Federal Funds Rate,us_fomc,0.5,0.5,0.5,0.0,1
2016-04-29,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.9,1.0,-0.09999999999999998,1
2016-04-29,CPI Flash Estimate y/y,eu_cpi,-0.2,-0.1,0.0,-0.1,1
2016-05-06,Non-Farm Employment Change,us_nfp,160.0,203.0,208.0,-43.0,1
2016-05-17,CPI m/m,us_cpi,0.4,0.3,0.1,0.10000000000000003,1
2016-05-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.8,0.7,0.0,1
2016-05-31,CPI Flash Estimate y/y,eu_cpi,-0.1,-0.1,-0.2,0.0,1
2016-06-02,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2016-06-03,Non-Farm Employment Change,us_nfp,38.0,159.0,123.0,-121.0,1
2016-06-16,CPI m/m,us_cpi,0.2,0.3,0.4,-0.09999999999999998,1
2016-06-16,Federal Funds Rate,us_fomc,0.5,0.5,0.5,0.0,1
2016-06-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.8,0.8,0.09999999999999998,1
2016-06-30,CPI Flash Estimate y/y,eu_cpi,0.1,0.0,-0.1,0.1,1
2016-07-08,Non-Farm Employment Change,us_nfp,287.0,175.0,11.0,112.0,1
2016-07-15,CPI m/m,us_cpi,0.2,0.2,0.2,0.0,1
2016-07-21,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2016-07-28,Federal Funds Rate,us_fomc,0.5,0.5,0.5,0.0,1
2016-07-29,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.9,0.9,0.0,1
2016-07-29,CPI Flash Estimate y/y,eu_cpi,0.2,0.1,0.1,0.1,1
2016-08-05,Non-Farm Employment Change,us_nfp,255.0,180.0,292.0,75.0,1
2016-08-16,CPI m/m,us_cpi,0.0,0.0,0.2,0.0,1
2016-08-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.9,0.9,-0.09999999999999998,1
2016-08-31,CPI Flash Estimate y/y,eu_cpi,0.2,0.3,0.2,-0.09999999999999998,1
2016-09-02,Non-Farm Employment Change,us_nfp,151.0,180.0,275.0,-29.0,1
2016-09-08,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2016-09-16,CPI m/m,us_cpi,0.2,0.1,0.0,0.1,1
2016-09-22,Federal Funds Rate,us_fomc,0.5,0.5,0.5,0.0,1
2016-09-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.9,0.8,-0.09999999999999998,1
2016-09-30,CPI Flash Estimate y/y,eu_cpi,0.4,0.4,0.2,0.0,1
2016-10-07,Non-Farm Employment Change,us_nfp,156.0,171.0,167.0,-15.0,1
2016-10-18,CPI m/m,us_cpi,0.3,0.3,0.2,0.0,1
2016-10-20,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2016-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.8,0.8,0.0,1
2016-10-31,CPI Flash Estimate y/y,eu_cpi,0.5,0.5,0.4,0.0,1
2016-11-03,Federal Funds Rate,us_fomc,0.5,0.5,0.5,0.0,1
2016-11-04,Non-Farm Employment Change,us_nfp,161.0,174.0,191.0,-13.0,1
2016-11-17,CPI m/m,us_cpi,0.4,0.4,0.3,0.0,1
2016-11-30,Core CPI Flash Estimate y/y,eu_core_cpi,0.8,0.8,0.8,0.0,1
2016-11-30,CPI Flash Estimate y/y,eu_cpi,0.6,0.6,0.5,0.0,1
2016-12-02,Non-Farm Employment Change,us_nfp,178.0,177.0,142.0,1.0,1
2016-12-08,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2016-12-15,CPI m/m,us_cpi,0.2,0.2,0.4,0.0,1
2016-12-15,Federal Funds Rate,us_fomc,0.75,0.75,0.5,0.0,1
2017-01-04,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.8,0.8,0.09999999999999998,1
2017-01-04,CPI Flash Estimate y/y,eu_cpi,1.1,1.0,0.6,0.10000000000000009,1
2017-01-06,Non-Farm Employment Change,us_nfp,156.0,175.0,204.0,-19.0,1
2017-01-18,CPI m/m,us_cpi,0.3,0.3,0.2,0.0,1
2017-01-19,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2017-01-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.9,0.9,0.0,1
2017-01-31,CPI Flash Estimate y/y,eu_cpi,1.8,1.5,1.1,0.30000000000000004,1
2017-02-02,Federal Funds Rate,us_fomc,0.75,0.75,0.75,0.0,1
2017-02-03,Non-Farm Employment Change,us_nfp,227.0,170.0,157.0,57.0,1
2017-02-15,CPI m/m,us_cpi,0.6,0.3,0.3,0.3,1
2017-03-02,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,0.9,0.9,0.0,1
2017-03-02,CPI Flash Estimate y/y,eu_cpi,2.0,1.8,1.8,0.19999999999999996,1
2017-03-09,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2017-03-10,Non-Farm Employment Change,us_nfp,235.0,196.0,238.0,39.0,1
2017-03-15,CPI m/m,us_cpi,0.1,0.0,0.6,0.1,1
2017-03-16,Federal Funds Rate,us_fomc,1.0,1.0,0.75,0.0,1
2017-03-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.7,0.8,0.9,-0.10000000000000009,1
2017-03-31,CPI Flash Estimate y/y,eu_cpi,1.5,1.8,2.0,-0.30000000000000004,1
2017-04-07,Non-Farm Employment Change,us_nfp,98.0,174.0,219.0,-76.0,1
2017-04-14,CPI m/m,us_cpi,-0.3,0.0,0.1,-0.3,1
2017-04-27,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2017-04-28,Core CPI Flash Estimate y/y,eu_core_cpi,1.2,1.0,0.7,0.19999999999999996,1
2017-04-28,CPI Flash Estimate y/y,eu_cpi,1.9,1.8,1.5,0.09999999999999987,1
2017-05-04,Federal Funds Rate,us_fomc,1.0,1.0,1.0,0.0,1
2017-05-05,Non-Farm Employment Change,us_nfp,211.0,194.0,79.0,17.0,1
2017-05-12,CPI m/m,us_cpi,0.2,0.3,-0.3,-0.09999999999999998,1
2017-05-31,Core CPI Flash Estimate y/y,eu_core_cpi,0.9,1.0,1.2,-0.09999999999999998,1
