Feature Set,Model,Fold,Test Start,Test End,AUC
No Availability,XGBoost,54,2023-02-14,2023-05-08,0.5345982142857142
No Availability,Logistic Regression,55,2023-05-09,2023-07-31,0.4399551066217733
No Availability,Random Forest,55,2023-05-09,2023-07-31,0.4354657687991021
No Availability,XGBoost,55,2023-05-09,2023-07-31,0.5914702581369249
No Availability,Logistic Regression,56,2023-08-01,2023-10-23,0.4464285714285714
No Availability,Random Forest,56,2023-08-01,2023-10-23,0.4363839285714286
No Availability,XGBoost,56,2023-08-01,2023-10-23,0.34598214285714285
No Availability,Logistic Regression,57,2023-10-24,2024-01-15,0.528364849833148
No Availability,Random Forest,57,2023-10-24,2024-01-15,0.5928809788654059
No Availability,XGBoost,57,2023-10-24,2024-01-15,0.6229143492769744
No Availability,Logistic Regression,58,2024-01-16,2024-04-08,0.4343434343434343
No Availability,Random Forest,58,2024-01-16,2024-04-08,0.5712682379349046
No Availability,XGBoost,58,2024-01-16,2024-04-08,0.6071829405162739
No Availability,Logistic Regression,59,2024-04-09,2024-07-01,0.5479910714285714
No Availability,Random Forest,59,2024-04-09,2024-07-01,0.6037946428571429
No Availability,XGBoost,59,2024-04-09,2024-07-01,0.6506696428571428
No Availability,Logistic Regression,60,2024-07-02,2024-09-23,0.4971941638608306
No Availability,Random Forest,60,2024-07-02,2024-09-23,0.46801346801346805
No Availability,XGBoost,60,2024-07-02,2024-09-23,0.42648709315375977
No Availability,Logistic Regression,61,2024-09-24,2024-12-16,0.5029377203290246
No Availability,Random Forest,61,2024-09-24,2024-12-16,0.5475910693301997
No Availability,XGBoost,61,2024-09-24,2024-12-16,0.4453584018801409
No Availability,Logistic Regression,62,2024-12-17,2025-03-11,0.5401785714285714
No Availability,Random Forest,62,2024-12-17,2025-03-11,0.6283482142857143
No Availability,XGBoost,62,2024-12-17,2025-03-11,0.45535714285714285
No Availability,Logistic Regression,63,2025-03-12,2025-06-05,0.5926339285714286
No Availability,Random Forest,63,2025-03-12,2025-06-05,0.5892857142857143
No Availability,XGBoost,63,2025-03-12,2025-06-05,0.5714285714285714
No Availability,Logistic Regression,64,2025-06-06,2025-08-28,0.4983314794215795
No Availability,Random Forest,64,2025-06-06,2025-08-28,0.5350389321468297
No Availability,XGBoost,64,2025-06-06,2025-08-28,0.5016685205784205
No Availability,Logistic Regression,65,2025-08-29,2025-11-20,0.614015572858732
No Availability,Random Forest,65,2025-08-29,2025-11-20,0.5483870967741935
No Availability,XGBoost,65,2025-08-29,2025-11-20,0.7341490545050056
Signed Log,Logistic Regression,1,2010-11-30,2011-02-21,0.5803167420814479
Signed Log,Random Forest,1,2010-11-30,2011-02-21,0.5463800904977376
Signed Log,XGBoost,1,2010-11-30,2011-02-21,0.40271493212669685
Signed Log,Logistic Regression,2,2011-02-22,2011-05-16,0.5005714285714286
Signed Log,Random Forest,2,2011-02-22,2011-05-16,0.49828571428571433
Signed Log,XGBoost,2,2011-02-22,2011-05-16,0.6182857142857143
Signed Log,Logistic Regression,3,2011-05-17,2011-08-08,0.48275862068965514
Signed Log,Random Forest,3,2011-05-17,2011-08-08,0.4760845383759733
Signed Log,XGBoost,3,2011-05-17,2011-08-08,0.42936596218020023
Signed Log,Logistic Regression,4,2011-08-09,2011-10-31,0.5555555555555556
Signed Log,Random Forest,4,2011-08-09,2011-10-31,0.40888888888888886
Signed Log,XGBoost,4,2011-08-09,2011-10-31,0.42888888888888893
Signed Log,Logistic Regression,5,2011-11-01,2012-01-23,0.49333333333333335
Signed Log,Random Forest,5,2011-11-01,2012-01-23,0.5255555555555556
Signed Log,XGBoost,5,2011-11-01,2012-01-23,0.5377777777777778
Signed Log,Logistic Regression,6,2012-01-24,2012-04-16,0.6122222222222222
Signed Log,Random Forest,6,2012-01-24,2012-04-16,0.5577777777777778
Signed Log,XGBoost,6,2012-01-24,2012-04-16,0.5
Signed Log,Logistic Regression,7,2012-04-17,2012-07-09,0.49236192714453575
Signed Log,Random Forest,7,2012-04-17,2012-07-09,0.5475910693301997
Signed Log,XGBoost,7,2012-04-17,2012-07-09,0.6169212690951822
Signed Log,Logistic Regression,8,2012-07-10,2012-10-01,0.44332210998877664
Signed Log,Random Forest,8,2012-07-10,2012-10-01,0.49158249158249157
Signed Log,XGBoost,8,2012-07-10,2012-10-01,0.3512906846240179
Signed Log,Logistic Regression,9,2012-10-02,2012-12-25,0.5917686318131258
Signed Log,Random Forest,9,2012-10-02,2012-12-25,0.4838709677419355
Signed Log,XGBoost,9,2012-10-02,2012-12-25,0.4560622914349277
Signed Log,Logistic Regression,10,2012-12-26,2013-03-19,0.45161290322580644
Signed Log,Random Forest,10,2012-12-26,2013-03-19,0.4048943270300334
Signed Log,XGBoost,10,2012-12-26,2013-03-19,0.3314794215795328
Signed Log,Logistic Regression,11,2013-03-20,2013-06-11,0.6262857142857143
Signed Log,Random Forest,11,2013-03-20,2013-06-11,0.5942857142857143
Signed Log,XGBoost,11,2013-03-20,2013-06-11,0.6114285714285714
Signed Log,Logistic Regression,12,2013-06-12,2013-09-03,0.5714285714285714
Signed Log,Random Forest,12,2013-06-12,2013-09-03,0.4866071428571429
Signed Log,XGBoost,12,2013-06-12,2013-09-03,0.48660714285714285
Signed Log,Logistic Regression,13,2013-09-04,2013-11-27,0.5299043062200957
Signed Log,Random Forest,13,2013-09-04,2013-11-27,0.5239234449760765
Signed Log,XGBoost,13,2013-09-04,2013-11-27,0.5980861244019138
Signed Log,Logistic Regression,14,2013-11-28,2014-02-19,0.5758928571428572
Signed Log,Random Forest,14,2013-11-28,2014-02-19,0.59375
Signed Log,XGBoost,14,2013-11-28,2014-02-19,0.5926339285714286
Signed Log,Logistic Regression,15,2014-02-20,2014-05-14,0.3733031674208145
Signed Log,Random Forest,15,2014-02-20,2014-05-14,0.504524886877828
Signed Log,XGBoost,15,2014-02-20,2014-05-14,0.4638009049773756
Signed Log,Logistic Regression,16,2014-05-15,2014-08-06,0.4837962962962963
Signed Log,Random Forest,16,2014-05-15,2014-08-06,0.5671296296296297
Signed Log,XGBoost,16,2014-05-15,2014-08-06,0.6527777777777778
Signed Log,Logistic Regression,17,2014-08-07,2014-10-29,0.5982042648709315
Signed Log,Random Forest,17,2014-08-07,2014-10-29,0.5785634118967452
Signed Log,XGBoost,17,2014-08-07,2014-10-29,0.6352413019079686
Signed Log,Logistic Regression,18,2014-10-30,2015-01-21,0.5531428571428572
Signed Log,Random Forest,18,2014-10-30,2015-01-21,0.6045714285714286
Signed Log,XGBoost,18,2014-10-30,2015-01-21,0.5920000000000001
Signed Log,Logistic Regression,19,2015-01-22,2015-04-15,0.584841628959276
Signed Log,Random Forest,19,2015-01-22,2015-04-15,0.5667420814479638
Signed Log,XGBoost,19,2015-01-22,2015-04-15,0.5712669683257918
Signed Log,Logistic Regression,20,2015-04-16,2015-07-08,0.4404894327030034
Signed Log,Random Forest,20,2015-04-16,2015-07-08,0.4471635150166853
Signed Log,XGBoost,20,2015-04-16,2015-07-08,0.4160177975528365
Signed Log,Logistic Regression,21,2015-07-09,2015-09-30,0.5806451612903225
Signed Log,Random Forest,21,2015-07-09,2015-09-30,0.5795328142380423
Signed Log,XGBoost,21,2015-07-09,2015-09-30,0.4894327030033371
Signed Log,Logistic Regression,22,2015-10-01,2015-12-23,0.6361607142857143
Signed Log,Random Forest,22,2015-10-01,2015-12-23,0.5848214285714286
Signed Log,XGBoost,22,2015-10-01,2015-12-23,0.6372767857142857
Signed Log,Logistic Regression,23,2015-12-24,2016-03-16,0.4553571428571429
Signed Log,Random Forest,23,2015-12-24,2016-03-16,0.4308035714285714
Signed Log,XGBoost,23,2015-12-24,2016-03-16,0.43303571428571425
Signed Log,Logistic Regression,24,2016-03-17,2016-06-08,0.4444444444444444
Signed Log,Random Forest,24,2016-03-17,2016-06-08,0.4635241301907968
Signed Log,XGBoost,24,2016-03-17,2016-06-08,0.42760942760942755
Signed Log,Logistic Regression,25,2016-06-09,2016-08-31,0.5050055617352613
Signed Log,Random Forest,25,2016-06-09,2016-08-31,0.5667408231368187
Signed Log,XGBoost,25,2016-06-09,2016-08-31,0.6062291434927697
Signed Log,Logistic Regression,26,2016-09-01,2016-11-23,0.5041128084606346
Signed Log,Random Forest,26,2016-09-01,2016-11-23,0.5440658049353702
Signed Log,XGBoost,26,2016-09-01,2016-11-23,0.535840188014101
Signed Log,Logistic Regression,27,2016-11-24,2017-02-15,0.6117908787541713
Signed Log,Random Forest,27,2016-11-24,2017-02-15,0.5817575083426029
Signed Log,XGBoost,27,2016-11-24,2017-02-15,0.5016685205784205
Signed Log,Logistic Regression,28,2017-02-16,2017-05-10,0.5154285714285715
Signed Log,Random Forest,28,2017-02-16,2017-05-10,0.49257142857142855
Signed Log,XGBoost,28,2017-02-16,2017-05-10,0.4091428571428572
Signed Log,Logistic Regression,29,2017-05-11,2017-08-03,0.5457589285714286
Signed Log,Random Forest,29,2017-05-11,2017-08-03,0.5212053571428572
Signed Log,XGBoost,29,2017-05-11,2017-08-03,0.5345982142857143
Signed Log,Logistic Regression,30,2017-08-04,2017-10-26,0.6531986531986533
Signed Log,Random Forest,30,2017-08-04,2017-10-26,0.6745230078563412
Signed Log,XGBoost,30,2017-08-04,2017-10-26,0.5297418630751964
Signed Log,Logistic Regression,31,2017-10-27,2018-01-19,0.4553571428571429
Signed Log,Random Forest,31,2017-10-27,2018-01-19,0.4129464285714286
Signed Log,XGBoost,31,2017-10-27,2018-01-19,0.5691964285714286
Signed Log,Logistic Regression,32,2018-01-22,2018-04-13,0.39730639730639733
Signed Log,Random Forest,32,2018-01-22,2018-04-13,0.47586980920314254
Signed Log,XGBoost,32,2018-01-22,2018-04-13,0.49943883277216616
Signed Log,Logistic Regression,33,2018-04-16,2018-07-06,0.4457013574660633
Signed Log,Random Forest,33,2018-04-16,2018-07-06,0.4434389140271493
Signed Log,XGBoost,33,2018-04-16,2018-07-06,0.4095022624434389
Signed Log,Logistic Regression,34,2018-07-09,2018-09-28,0.525027808676307
Signed Log,Random Forest,34,2018-07-09,2018-09-28,0.47052280311457173
Signed Log,XGBoost,34,2018-07-09,2018-09-28,0.45494994438264735
Signed Log,Logistic Regression,35,2018-10-01,2018-12-21,0.6155555555555556
Signed Log,Random Forest,35,2018-10-01,2018-12-21,0.4966666666666667
Signed Log,XGBoost,35,2018-10-01,2018-12-21,0.4788888888888889
Signed Log,Logistic Regression,36,2018-12-24,2019-03-15,0.4899553571428571
Signed Log,Random Forest,36,2018-12-24,2019-03-15,0.5636160714285714
Signed Log,XGBoost,36,2018-12-24,2019-03-15,0.44754464285714285
Signed Log,Logistic Regression,37,2019-03-18,2019-06-10,0.5450500556173526
Signed Log,Random Forest,37,2019-03-18,2019-06-10,0.4794215795328142
Signed Log,XGBoost,37,2019-03-18,2019-06-10,0.489432703003337
Signed Log,Logistic Regression,38,2019-06-11,2019-09-02,0.4832535885167464
Signed Log,Random Forest,38,2019-06-11,2019-09-02,0.5239234449760766
Signed Log,XGBoost,38,2019-06-11,2019-09-02,0.5299043062200957
Signed Log,Logistic Regression,39,2019-09-03,2019-11-25,0.5314285714285714
Signed Log,Random Forest,39,2019-09-03,2019-11-25,0.5582857142857143
Signed Log,XGBoost,39,2019-09-03,2019-11-25,0.5108571428571429
Signed Log,Logistic Regression,40,2019-11-26,2020-02-17,0.41824249165739713
Signed Log,Random Forest,40,2019-11-26,2020-02-17,0.3904338153503894
Signed Log,XGBoost,40,2019-11-26,2020-02-17,0.4883203559510568
Signed Log,Logistic Regression,41,2020-02-18,2020-05-11,0.38839285714285715
Signed Log,Random Forest,41,2020-02-18,2020-05-11,0.46874999999999994
Signed Log,XGBoost,41,2020-02-18,2020-05-11,0.4241071428571429
Signed Log,Logistic Regression,42,2020-05-12,2020-08-03,0.5088131609870741
Signed Log,Random Forest,42,2020-05-12,2020-08-03,0.4888366627497062
Signed Log,XGBoost,42,2020-05-12,2020-08-03,0.527614571092832
Signed Log,Logistic Regression,43,2020-08-04,2020-10-26,0.5684093437152391
Signed Log,Random Forest,43,2020-08-04,2020-10-26,0.5561735261401557
Signed Log,XGBoost,43,2020-08-04,2020-10-26,0.5216907675194661
Signed Log,Logistic Regression,44,2020-10-27,2021-01-18,0.48549107142857145
Signed Log,Random Forest,44,2020-10-27,2021-01-18,0.4944196428571429
Signed Log,XGBoost,44,2020-10-27,2021-01-18,0.484375
Signed Log,Logistic Regression,45,2021-01-19,2021-04-12,0.53
Signed Log,Random Forest,45,2021-01-19,2021-04-12,0.6744444444444445
Signed Log,XGBoost,45,2021-01-19,2021-04-12,0.5700000000000001
Signed Log,Logistic Regression,46,2021-04-13,2021-07-05,0.6017797552836485
Signed Log,Random Forest,46,2021-04-13,2021-07-05,0.4994438264738599
Signed Log,XGBoost,46,2021-04-13,2021-07-05,0.4238042269187987
Signed Log,Logistic Regression,47,2021-07-06,2021-09-27,0.5633484162895928
Signed Log,Random Forest,47,2021-07-06,2021-09-27,0.6040723981900453
Signed Log,XGBoost,47,2021-07-06,2021-09-27,0.5441176470588236
Signed Log,Logistic Regression,48,2021-09-28,2021-12-20,0.5457589285714286
Signed Log,Random Forest,48,2021-09-28,2021-12-20,0.5122767857142857
Signed Log,XGBoost,48,2021-09-28,2021-12-20,0.5111607142857143
Signed Log,Logistic Regression,49,2021-12-21,2022-03-14,0.5735294117647058
Signed Log,Random Forest,49,2021-12-21,2022-03-14,0.5893665158371041
Signed Log,XGBoost,49,2021-12-21,2022-03-14,0.48416289592760187
Signed Log,Logistic Regression,50,2022-03-15,2022-06-06,0.552
Signed Log,Random Forest,50,2022-03-15,2022-06-06,0.5417142857142858
Signed Log,XGBoost,50,2022-03-15,2022-06-06,0.5257142857142858
Signed Log,Logistic Regression,51,2022-06-07,2022-08-29,0.5895439377085651
Signed Log,Random Forest,51,2022-06-07,2022-08-29,0.5194660734149055
Signed Log,XGBoost,51,2022-06-07,2022-08-29,0.6017797552836486
Signed Log,Logistic Regression,52,2022-08-30,2022-11-21,0.4866071428571428
Signed Log,Random Forest,52,2022-08-30,2022-11-21,0.49888392857142855
Signed Log,XGBoost,52,2022-08-30,2022-11-21,0.5446428571428572
Signed Log,Logistic Regression,53,2022-11-22,2023-02-13,0.5535714285714286
Signed Log,Random Forest,53,2022-11-22,2023-02-13,0.5502232142857143
Signed Log,XGBoost,53,2022-11-22,2023-02-13,0.5658482142857142
Signed Log,Logistic Regression,54,2023-02-14,2023-05-08,0.5089285714285714
Signed Log,Random Forest,54,2023-02-14,2023-05-08,0.5256696428571428
Signed Log,XGBoost,54,2023-02-14,2023-05-08,0.5345982142857142
Signed Log,Logistic Regression,55,2023-05-09,2023-07-31,0.441077441077441
Signed Log,Random Forest,55,2023-05-09,2023-07-31,0.4276094276094276
Signed Log,XGBoost,55,2023-05-09,2023-07-31,0.595959595959596
Signed Log,Logistic Regression,56,2023-08-01,2023-10-23,0.4464285714285714
Signed Log,Random Forest,56,2023-08-01,2023-10-23,0.4363839285714286
Signed Log,XGBoost,56,2023-08-01,2023-10-23,0.3883928571428571
Signed Log,Logistic Regression,57,2023-10-24,2024-01-15,0.525027808676307
Signed Log,Random Forest,57,2023-10-24,2024-01-15,0.5995550611790879
Signed Log,XGBoost,57,2023-10-24,2024-01-15,0.6240266963292548
Signed Log,Logistic Regression,58,2024-01-16,2024-04-08,0.43209876543209874
Signed Log,Random Forest,58,2024-01-16,2024-04-08,0.6150392817059483
Signed Log,XGBoost,58,2024-01-16,2024-04-08,0.6071829405162739
Signed Log,Logistic Regression,59,2024-04-09,2024-07-01,0.5502232142857142
Signed Log,Random Forest,59,2024-04-09,2024-07-01,0.6071428571428572
Signed Log,XGBoost,59,2024-04-09,2024-07-01,0.6339285714285715
Signed Log,Logistic Regression,60,2024-07-02,2024-09-23,0.4960718294051628
Signed Log,Random Forest,60,2024-07-02,2024-09-23,0.4747474747474748
Signed Log,XGBoost,60,2024-07-02,2024-09-23,0.4332210998877666
Signed Log,Logistic Regression,61,2024-09-24,2024-12-16,0.5017626321974148
Signed Log,Random Forest,61,2024-09-24,2024-12-16,0.5417156286721505
Signed Log,XGBoost,61,2024-09-24,2024-12-16,0.44888366627497056
Signed Log,Logistic Regression,62,2024-12-17,2025-03-11,0.5379464285714285
Signed Log,Random Forest,62,2024-12-17,2025-03-11,0.6205357142857143
Signed Log,XGBoost,62,2024-12-17,2025-03-11,0.4441964285714286
Signed Log,Logistic Regression,63,2025-03-12,2025-06-05,0.5948660714285714
Signed Log,Random Forest,63,2025-03-12,2025-06-05,0.6294642857142857
Signed Log,XGBoost,63,2025-03-12,2025-06-05,0.6116071428571428
Signed Log,Logistic Regression,64,2025-06-06,2025-08-28,0.4994438264738599
Signed Log,Random Forest,64,2025-06-06,2025-08-28,0.528921023359288
Signed Log,XGBoost,64,2025-06-06,2025-08-28,0.5016685205784205
Signed Log,Logistic Regression,65,2025-08-29,2025-11-20,0.6162402669632926
Signed Log,Random Forest,65,2025-08-29,2025-11-20,0.5617352614015573
Signed Log,XGBoost,65,2025-08-29,2025-11-20,0.7185761957730812
Directional,Logistic Regression,1,2010-11-30,2011-02-21,0.5803167420814479
Directional,Random Forest,1,2010-11-30,2011-02-21,0.5712669683257918
Directional,XGBoost,1,2010-11-30,2011-02-21,0.41402714932126705
Directional,Logistic Regression,2,2011-02-22,2011-05-16,0.5005714285714286
Directional,Random Forest,2,2011-02-22,2011-05-16,0.45714285714285713
Directional,XGBoost,2,2011-02-22,2011-05-16,0.5702857142857143
Directional,Logistic Regression,3,2011-05-17,2011-08-08,0.48275862068965514
Directional,Random Forest,3,2011-05-17,2011-08-08,0.5005561735261401
Directional,XGBoost,3,2011-05-17,2011-08-08,0.4282536151279199
Directional,Logistic Regression,4,2011-08-09,2011-10-31,0.5555555555555556
Directional,Random Forest,4,2011-08-09,2011-10-31,0.49888888888888894
Directional,XGBoost,4,2011-08-09,2011-10-31,0.4244444444444445
Directional,Logistic Regression,5,2011-11-01,2012-01-23,0.49333333333333335
Directional,Random Forest,5,2011-11-01,2012-01-23,0.5811111111111111
Directional,XGBoost,5,2011-11-01,2012-01-23,0.4733333333333334
Directional,Logistic Regression,6,2012-01-24,2012-04-16,0.6122222222222222
Directional,Random Forest,6,2012-01-24,2012-04-16,0.6033333333333334
Directional,XGBoost,6,2012-01-24,2012-04-16,0.5066666666666667
Directional,Logistic Regression,7,2012-04-17,2012-07-09,0.49236192714453575
Directional,Random Forest,7,2012-04-17,2012-07-09,0.5123384253819037
Directional,XGBoost,7,2012-04-17,2012-07-09,0.6075205640423031
Directional,Logistic Regression,8,2012-07-10,2012-10-01,0.44332210998877664
Directional,Random Forest,8,2012-07-10,2012-10-01,0.42985409652076323
Directional,XGBoost,8,2012-07-10,2012-10-01,0.3849607182940516
Directional,Logistic Regression,9,2012-10-02,2012-12-25,0.5917686318131258
Directional,Random Forest,9,2012-10-02,2012-12-25,0.46273637374860954
Directional,XGBoost,9,2012-10-02,2012-12-25,0.4582869855394883
Directional,Logistic Regression,10,2012-12-26,2013-03-19,0.45161290322580644
Directional,Random Forest,10,2012-12-26,2013-03-19,0.36818687430478314
Directional,XGBoost,10,2012-12-26,2013-03-19,0.3259176863181313
Directional,Logistic Regression,11,2013-03-20,2013-06-11,0.6262857142857143
Directional,Random Forest,11,2013-03-20,2013-06-11,0.6685714285714285
Directional,XGBoost,11,2013-03-20,2013-06-11,0.5474285714285714
Directional,Logistic Regression,12,2013-06-12,2013-09-03,0.5714285714285714
Directional,Random Forest,12,2013-06-12,2013-09-03,0.46763392857142855
Directional,XGBoost,12,2013-06-12,2013-09-03,0.4720982142857143
Directional,Logistic Regression,13,2013-09-04,2013-11-27,0.5299043062200957
Directional,Random Forest,13,2013-09-04,2013-11-27,0.48444976076555024
Directional,XGBoost,13,2013-09-04,2013-11-27,0.6064593301435406
Directional,Logistic Regression,14,2013-11-28,2014-02-19,0.5758928571428572
Directional,Random Forest,14,2013-11-28,2014-02-19,0.6406250000000001
Directional,XGBoost,14,2013-11-28,2014-02-19,0.59375
Directional,Logistic Regression,15,2014-02-20,2014-05-14,0.3733031674208145
Directional,Random Forest,15,2014-02-20,2014-05-14,0.4677601809954751
Directional,XGBoost,15,2014-02-20,2014-05-14,0.4864253393665159
Directional,Logistic Regression,16,2014-05-15,2014-08-06,0.4837962962962963
Directional,Random Forest,16,2014-05-15,2014-08-06,0.5480324074074074
Directional,XGBoost,16,2014-05-15,2014-08-06,0.6527777777777778
Directional,Logistic Regression,17,2014-08-07,2014-10-29,0.5982042648709315
Directional,Random Forest,17,2014-08-07,2014-10-29,0.6868686868686869
Directional,XGBoost,17,2014-08-07,2014-10-29,0.5982042648709315
Directional,Logistic Regression,18,2014-10-30,2015-01-21,0.5531428571428572
Directional,Random Forest,18,2014-10-30,2015-01-21,0.6102857142857143
Directional,XGBoost,18,2014-10-30,2015-01-21,0.5748571428571428
Directional,Logistic Regression,19,2015-01-22,2015-04-15,0.584841628959276
Directional,Random Forest,19,2015-01-22,2015-04-15,0.5678733031674208
Directional,XGBoost,19,2015-01-22,2015-04-15,0.5701357466063348
Directional,Logistic Regression,20,2015-04-16,2015-07-08,0.4404894327030034
Directional,Random Forest,20,2015-04-16,2015-07-08,0.4382647385984427
Directional,XGBoost,20,2015-04-16,2015-07-08,0.47719688542825356
Directional,Logistic Regression,21,2015-07-09,2015-09-30,0.5806451612903225
Directional,Random Forest,21,2015-07-09,2015-09-30,0.5661846496106785
Directional,XGBoost,21,2015-07-09,2015-09-30,0.5105672969966629
Directional,Logistic Regression,22,2015-10-01,2015-12-23,0.6361607142857143
Directional,Random Forest,22,2015-10-01,2015-12-23,0.5452008928571428
Directional,XGBoost,22,2015-10-01,2015-12-23,0.6517857142857143
Directional,Logistic Regression,23,2015-12-24,2016-03-16,0.4553571428571429
Directional,Random Forest,23,2015-12-24,2016-03-16,0.4654017857142857
Directional,XGBoost,23,2015-12-24,2016-03-16,0.47098214285714285
Directional,Logistic Regression,24,2016-03-17,2016-06-08,0.4444444444444444
Directional,Random Forest,24,2016-03-17,2016-06-08,0.4029180695847362
Directional,XGBoost,24,2016-03-17,2016-06-08,0.4365881032547699
Directional,Logistic Regression,25,2016-06-09,2016-08-31,0.5050055617352613
Directional,Random Forest,25,2016-06-09,2016-08-31,0.6557285873192435
Directional,XGBoost,25,2016-06-09,2016-08-31,0.5873192436040044
Directional,Logistic Regression,26,2016-09-01,2016-11-23,0.5041128084606346
Directional,Random Forest,26,2016-09-01,2016-11-23,0.5317273795534665
Directional,XGBoost,26,2016-09-01,2016-11-23,0.5381903642773208
Directional,Logistic Regression,27,2016-11-24,2017-02-15,0.6117908787541713
Directional,Random Forest,27,2016-11-24,2017-02-15,0.575083426028921
Directional,XGBoost,27,2016-11-24,2017-02-15,0.5406006674082314
Directional,Logistic Regression,28,2017-02-16,2017-05-10,0.5154285714285715
Directional,Random Forest,28,2017-02-16,2017-05-10,0.4765714285714286
Directional,XGBoost,28,2017-02-16,2017-05-10,0.40914285714285714
Directional,Logistic Regression,29,2017-05-11,2017-08-03,0.5457589285714286
Directional,Random Forest,29,2017-05-11,2017-08-03,0.5959821428571428
Directional,XGBoost,29,2017-05-11,2017-08-03,0.4720982142857143
Directional,Logistic Regression,30,2017-08-04,2017-10-26,0.6531986531986533
Directional,Random Forest,30,2017-08-04,2017-10-26,0.6891133557800225
Directional,XGBoost,30,2017-08-04,2017-10-26,0.5241301907968574
Directional,Logistic Regression,31,2017-10-27,2018-01-19,0.4553571428571429
Directional,Random Forest,31,2017-10-27,2018-01-19,0.4358258928571428
Directional,XGBoost,31,2017-10-27,2018-01-19,0.5301339285714286
Directional,Logistic Regression,32,2018-01-22,2018-04-13,0.39730639730639733
Directional,Random Forest,32,2018-01-22,2018-04-13,0.4730639730639731
Directional,XGBoost,32,2018-01-22,2018-04-13,0.43434343434343436
Directional,Logistic Regression,33,2018-04-16,2018-07-06,0.4457013574660633
Directional,Random Forest,33,2018-04-16,2018-07-06,0.41628959276018096
Directional,XGBoost,33,2018-04-16,2018-07-06,0.3744343891402715
Directional,Logistic Regression,34,2018-07-09,2018-09-28,0.525027808676307
Directional,Random Forest,34,2018-07-09,2018-09-28,0.4949944382647386
Directional,XGBoost,34,2018-07-09,2018-09-28,0.4938820912124583
Directional,Logistic Regression,35,2018-10-01,2018-12-21,0.6155555555555556
Directional,Random Forest,35,2018-10-01,2018-12-21,0.5444444444444445
Directional,XGBoost,35,2018-10-01,2018-12-21,0.49
Directional,Logistic Regression,36,2018-12-24,2019-03-15,0.4899553571428571
Directional,Random Forest,36,2018-12-24,2019-03-15,0.5390625
Directional,XGBoost,36,2018-12-24,2019-03-15,0.4609375
Directional,Logistic Regression,37,2019-03-18,2019-06-10,0.5450500556173526
Directional,Random Forest,37,2019-03-18,2019-06-10,0.47719688542825367
Directional,XGBoost,37,2019-03-18,2019-06-10,0.5205784204671857
Directional,Logistic Regression,38,2019-06-11,2019-09-02,0.4832535885167464
Directional,Random Forest,38,2019-06-11,2019-09-02,0.47129186602870815
Directional,XGBoost,38,2019-06-11,2019-09-02,0.49162679425837325
Directional,Logistic Regression,39,2019-09-03,2019-11-25,0.5314285714285714
Directional,Random Forest,39,2019-09-03,2019-11-25,0.5348571428571428
Directional,XGBoost,39,2019-09-03,2019-11-25,0.45714285714285713
Directional,Logistic Regression,40,2019-11-26,2020-02-17,0.41824249165739713
Directional,Random Forest,40,2019-11-26,2020-02-17,0.40433815350389324
Directional,XGBoost,40,2019-11-26,2020-02-17,0.4271412680756396
Directional,Logistic Regression,41,2020-02-18,2020-05-11,0.38839285714285715
Directional,Random Forest,41,2020-02-18,2020-05-11,0.5033482142857143
Directional,XGBoost,41,2020-02-18,2020-05-11,0.4229910714285714
Directional,Logistic Regression,42,2020-05-12,2020-08-03,0.5088131609870741
Directional,Random Forest,42,2020-05-12,2020-08-03,0.4600470035252644
Directional,XGBoost,42,2020-05-12,2020-08-03,0.4782608695652174
Directional,Logistic Regression,43,2020-08-04,2020-10-26,0.5684093437152391
Directional,Random Forest,43,2020-08-04,2020-10-26,0.557285873192436
Directional,XGBoost,43,2020-08-04,2020-10-26,0.4883203559510567
Directional,Logistic Regression,44,2020-10-27,2021-01-18,0.48549107142857145
Directional,Random Forest,44,2020-10-27,2021-01-18,0.48214285714285715
Directional,XGBoost,44,2020-10-27,2021-01-18,0.4888392857142857
Directional,Logistic Regression,45,2021-01-19,2021-04-12,0.53
Directional,Random Forest,45,2021-01-19,2021-04-12,0.5755555555555555
Directional,XGBoost,45,2021-01-19,2021-04-12,0.5677777777777777
Directional,Logistic Regression,46,2021-04-13,2021-07-05,0.6017797552836485
Directional,Random Forest,46,2021-04-13,2021-07-05,0.5261401557285873
Directional,XGBoost,46,2021-04-13,2021-07-05,0.45717463848720796
Directional,Logistic Regression,47,2021-07-06,2021-09-27,0.5633484162895928
Directional,Random Forest,47,2021-07-06,2021-09-27,0.6244343891402715
Directional,XGBoost,47,2021-07-06,2021-09-27,0.5463800904977376
Directional,Logistic Regression,48,2021-09-28,2021-12-20,0.5457589285714286
Directional,Random Forest,48,2021-09-28,2021-12-20,0.5256696428571429
Directional,XGBoost,48,2021-09-28,2021-12-20,0.5803571428571428
Directional,Logistic Regression,49,2021-12-21,2022-03-14,0.5735294117647058
Directional,Random Forest,49,2021-12-21,2022-03-14,0.5701357466063349
Directional,XGBoost,49,2021-12-21,2022-03-14,0.4909502262443439
Directional,Logistic Regression,50,2022-03-15,2022-06-06,0.552
Directional,Random Forest,50,2022-03-15,2022-06-06,0.5245714285714286
Directional,XGBoost,50,2022-03-15,2022-06-06,0.5531428571428572
Directional,Logistic Regression,51,2022-06-07,2022-08-29,0.5895439377085651
Directional,Random Forest,51,2022-06-07,2022-08-29,0.5272525027808677
