Feature Set,Model,Fold,Test Start,Test End,AUC
Baseline Hybrid,Logistic Regression,34,2018-07-09,2018-09-28,0.5239154616240267
Baseline Hybrid,Random Forest,34,2018-07-09,2018-09-28,0.4983314794215795
Baseline Hybrid,XGBoost,34,2018-07-09,2018-09-28,0.47274749721913234
Baseline Hybrid,Logistic Regression,35,2018-10-01,2018-12-21,0.6155555555555556
Baseline Hybrid,Random Forest,35,2018-10-01,2018-12-21,0.5344444444444445
Baseline Hybrid,XGBoost,35,2018-10-01,2018-12-21,0.5066666666666666
Baseline Hybrid,Logistic Regression,36,2018-12-24,2019-03-15,0.4877232142857143
Baseline Hybrid,Random Forest,36,2018-12-24,2019-03-15,0.5982142857142858
Baseline Hybrid,XGBoost,36,2018-12-24,2019-03-15,0.44754464285714285
Baseline Hybrid,Logistic Regression,37,2019-03-18,2019-06-10,0.5361512791991101
Baseline Hybrid,Random Forest,37,2019-03-18,2019-06-10,0.5461624026696329
Baseline Hybrid,XGBoost,37,2019-03-18,2019-06-10,0.4827586206896552
Baseline Hybrid,Logistic Regression,38,2019-06-11,2019-09-02,0.47966507177033496
Baseline Hybrid,Random Forest,38,2019-06-11,2019-09-02,0.4964114832535885
Baseline Hybrid,XGBoost,38,2019-06-11,2019-09-02,0.5299043062200957
Baseline Hybrid,Logistic Regression,39,2019-09-03,2019-11-25,0.528
Baseline Hybrid,Random Forest,39,2019-09-03,2019-11-25,0.5725714285714286
Baseline Hybrid,XGBoost,39,2019-09-03,2019-11-25,0.5108571428571429
Baseline Hybrid,Logistic Regression,40,2019-11-26,2020-02-17,0.41490545050055616
Baseline Hybrid,Random Forest,40,2019-11-26,2020-02-17,0.40044493882091214
Baseline Hybrid,XGBoost,40,2019-11-26,2020-02-17,0.4883203559510568
Baseline Hybrid,Logistic Regression,41,2020-02-18,2020-05-11,0.39062500000000006
Baseline Hybrid,Random Forest,41,2020-02-18,2020-05-11,0.5133928571428572
Baseline Hybrid,XGBoost,41,2020-02-18,2020-05-11,0.4241071428571429
Baseline Hybrid,Logistic Regression,42,2020-05-12,2020-08-03,0.4218566392479436
Baseline Hybrid,Random Forest,42,2020-05-12,2020-08-03,0.45240893066980026
Baseline Hybrid,XGBoost,42,2020-05-12,2020-08-03,0.5076380728554641
Baseline Hybrid,Logistic Regression,43,2020-08-04,2020-10-26,0.5684093437152391
Baseline Hybrid,Random Forest,43,2020-08-04,2020-10-26,0.542825361512792
Baseline Hybrid,XGBoost,43,2020-08-04,2020-10-26,0.5216907675194661
Baseline Hybrid,Logistic Regression,44,2020-10-27,2021-01-18,0.4866071428571429
Baseline Hybrid,Random Forest,44,2020-10-27,2021-01-18,0.5267857142857143
Baseline Hybrid,XGBoost,44,2020-10-27,2021-01-18,0.4921875
Baseline Hybrid,Logistic Regression,45,2021-01-19,2021-04-12,0.5311111111111111
Baseline Hybrid,Random Forest,45,2021-01-19,2021-04-12,0.5866666666666667
Baseline Hybrid,XGBoost,45,2021-01-19,2021-04-12,0.5700000000000001
Baseline Hybrid,Logistic Regression,46,2021-04-13,2021-07-05,0.6006674082313682
Baseline Hybrid,Random Forest,46,2021-04-13,2021-07-05,0.4961067853170189
Baseline Hybrid,XGBoost,46,2021-04-13,2021-07-05,0.4694104560622914
Baseline Hybrid,Logistic Regression,47,2021-07-06,2021-09-27,0.5622171945701357
Baseline Hybrid,Random Forest,47,2021-07-06,2021-09-27,0.5147058823529411
Baseline Hybrid,XGBoost,47,2021-07-06,2021-09-27,0.48303167420814486
Baseline Hybrid,Logistic Regression,48,2021-09-28,2021-12-20,0.5513392857142857
Baseline Hybrid,Random Forest,48,2021-09-28,2021-12-20,0.5078125
Baseline Hybrid,XGBoost,48,2021-09-28,2021-12-20,0.5111607142857143
Baseline Hybrid,Logistic Regression,49,2021-12-21,2022-03-14,0.5757918552036199
Baseline Hybrid,Random Forest,49,2021-12-21,2022-03-14,0.578054298642534
Baseline Hybrid,XGBoost,49,2021-12-21,2022-03-14,0.48416289592760187
Baseline Hybrid,Logistic Regression,50,2022-03-15,2022-06-06,0.5508571428571428
Baseline Hybrid,Random Forest,50,2022-03-15,2022-06-06,0.5428571428571428
Baseline Hybrid,XGBoost,50,2022-03-15,2022-06-06,0.5245714285714286
Baseline Hybrid,Logistic Regression,51,2022-06-07,2022-08-29,0.5962180200222469
Baseline Hybrid,Random Forest,51,2022-06-07,2022-08-29,0.5239154616240267
Baseline Hybrid,XGBoost,51,2022-06-07,2022-08-29,0.5617352614015573
Baseline Hybrid,Logistic Regression,52,2022-08-30,2022-11-21,0.4866071428571428
Baseline Hybrid,Random Forest,52,2022-08-30,2022-11-21,0.5290178571428572
Baseline Hybrid,XGBoost,52,2022-08-30,2022-11-21,0.5390625
Baseline Hybrid,Logistic Regression,53,2022-11-22,2023-02-13,0.5558035714285714
Baseline Hybrid,Random Forest,53,2022-11-22,2023-02-13,0.5658482142857143
Baseline Hybrid,XGBoost,53,2022-11-22,2023-02-13,0.5658482142857142
Baseline Hybrid,Logistic Regression,54,2023-02-14,2023-05-08,0.5089285714285714
Baseline Hybrid,Random Forest,54,2023-02-14,2023-05-08,0.5178571428571428
Baseline Hybrid,XGBoost,54,2023-02-14,2023-05-08,0.5345982142857142
Baseline Hybrid,Logistic Regression,55,2023-05-09,2023-07-31,0.44107744107744107
Baseline Hybrid,Random Forest,55,2023-05-09,2023-07-31,0.4152637485970819
Baseline Hybrid,XGBoost,55,2023-05-09,2023-07-31,0.6060606060606061
Baseline Hybrid,Logistic Regression,56,2023-08-01,2023-10-23,0.4464285714285714
Baseline Hybrid,Random Forest,56,2023-08-01,2023-10-23,0.4453125
Baseline Hybrid,XGBoost,56,2023-08-01,2023-10-23,0.3683035714285714
Baseline Hybrid,Logistic Regression,57,2023-10-24,2024-01-15,0.525027808676307
Baseline Hybrid,Random Forest,57,2023-10-24,2024-01-15,0.6195773081201335
Baseline Hybrid,XGBoost,57,2023-10-24,2024-01-15,0.6229143492769744
Baseline Hybrid,Logistic Regression,58,2024-01-16,2024-04-08,0.43546576879910215
Baseline Hybrid,Random Forest,58,2024-01-16,2024-04-08,0.6588103254769921
Baseline Hybrid,XGBoost,58,2024-01-16,2024-04-08,0.6071829405162739
Baseline Hybrid,Logistic Regression,59,2024-04-09,2024-07-01,0.5502232142857142
Baseline Hybrid,Random Forest,59,2024-04-09,2024-07-01,0.5591517857142857
Baseline Hybrid,XGBoost,59,2024-04-09,2024-07-01,0.5993303571428571
Baseline Hybrid,Logistic Regression,60,2024-07-02,2024-09-23,0.49494949494949503
Baseline Hybrid,Random Forest,60,2024-07-02,2024-09-23,0.47586980920314254
Baseline Hybrid,XGBoost,60,2024-07-02,2024-09-23,0.42536475869809204
Baseline Hybrid,Logistic Regression,61,2024-09-24,2024-12-16,0.5017626321974148
Baseline Hybrid,Random Forest,61,2024-09-24,2024-12-16,0.5229142185663924
Baseline Hybrid,XGBoost,61,2024-09-24,2024-12-16,0.4453584018801409
Baseline Hybrid,Logistic Regression,62,2024-12-17,2025-03-11,0.5390625
Baseline Hybrid,Random Forest,62,2024-12-17,2025-03-11,0.5792410714285714
Baseline Hybrid,XGBoost,62,2024-12-17,2025-03-11,0.45535714285714285
Baseline Hybrid,Logistic Regression,63,2025-03-12,2025-06-05,0.5948660714285714
Baseline Hybrid,Random Forest,63,2025-03-12,2025-06-05,0.6049107142857143
Baseline Hybrid,XGBoost,63,2025-03-12,2025-06-05,0.5714285714285714
Baseline Hybrid,Logistic Regression,64,2025-06-06,2025-08-28,0.4994438264738599
Baseline Hybrid,Random Forest,64,2025-06-06,2025-08-28,0.5305895439377085
Baseline Hybrid,XGBoost,64,2025-06-06,2025-08-28,0.4994438264738598
Baseline Hybrid,Logistic Regression,65,2025-08-29,2025-11-20,0.6162402669632926
Baseline Hybrid,Random Forest,65,2025-08-29,2025-11-20,0.5817575083426029
Baseline Hybrid,XGBoost,65,2025-08-29,2025-11-20,0.7341490545050056
No Availability,Logistic Regression,1,2010-11-30,2011-02-21,0.578054298642534
No Availability,Random Forest,1,2010-11-30,2011-02-21,0.5576923076923077
No Availability,XGBoost,1,2010-11-30,2011-02-21,0.4061085972850679
No Availability,Logistic Regression,2,2011-02-22,2011-05-16,0.5142857142857142
No Availability,Random Forest,2,2011-02-22,2011-05-16,0.4514285714285714
No Availability,XGBoost,2,2011-02-22,2011-05-16,0.6171428571428571
No Availability,Logistic Regression,3,2011-05-17,2011-08-08,0.4883203559510567
No Availability,Random Forest,3,2011-05-17,2011-08-08,0.5561735261401557
No Availability,XGBoost,3,2011-05-17,2011-08-08,0.4327030033370412
No Availability,Logistic Regression,4,2011-08-09,2011-10-31,0.5533333333333332
No Availability,Random Forest,4,2011-08-09,2011-10-31,0.4355555555555556
No Availability,XGBoost,4,2011-08-09,2011-10-31,0.48
No Availability,Logistic Regression,5,2011-11-01,2012-01-23,0.4911111111111111
No Availability,Random Forest,5,2011-11-01,2012-01-23,0.4933333333333333
No Availability,XGBoost,5,2011-11-01,2012-01-23,0.45444444444444443
No Availability,Logistic Regression,6,2012-01-24,2012-04-16,0.6155555555555555
No Availability,Random Forest,6,2012-01-24,2012-04-16,0.6077777777777778
No Availability,XGBoost,6,2012-01-24,2012-04-16,0.5833333333333334
No Availability,Logistic Regression,7,2012-04-17,2012-07-09,0.4900117508813161
No Availability,Random Forest,7,2012-04-17,2012-07-09,0.5041128084606346
No Availability,XGBoost,7,2012-04-17,2012-07-09,0.626321974148061
No Availability,Logistic Regression,8,2012-07-10,2012-10-01,0.44556677890011226
No Availability,Random Forest,8,2012-07-10,2012-10-01,0.4388327721661055
No Availability,XGBoost,8,2012-07-10,2012-10-01,0.3501683501683502
No Availability,Logistic Regression,9,2012-10-02,2012-12-25,0.5939933259176863
No Availability,Random Forest,9,2012-10-02,2012-12-25,0.5216907675194662
No Availability,XGBoost,9,2012-10-02,2012-12-25,0.44048943270300334
No Availability,Logistic Regression,10,2012-12-26,2013-03-19,0.43937708565072303
No Availability,Random Forest,10,2012-12-26,2013-03-19,0.41824249165739713
No Availability,XGBoost,10,2012-12-26,2013-03-19,0.40044493882091214
No Availability,Logistic Regression,11,2013-03-20,2013-06-11,0.624
No Availability,Random Forest,11,2013-03-20,2013-06-11,0.5371428571428571
No Availability,XGBoost,11,2013-03-20,2013-06-11,0.5897142857142856
No Availability,Logistic Regression,12,2013-06-12,2013-09-03,0.5725446428571429
No Availability,Random Forest,12,2013-06-12,2013-09-03,0.49888392857142855
No Availability,XGBoost,12,2013-06-12,2013-09-03,0.5055803571428572
No Availability,Logistic Regression,13,2013-09-04,2013-11-27,0.5143540669856459
No Availability,Random Forest,13,2013-09-04,2013-11-27,0.5215311004784688
No Availability,XGBoost,13,2013-09-04,2013-11-27,0.5514354066985646
No Availability,Logistic Regression,14,2013-11-28,2014-02-19,0.5758928571428571
No Availability,Random Forest,14,2013-11-28,2014-02-19,0.54296875
No Availability,XGBoost,14,2013-11-28,2014-02-19,0.5803571428571429
No Availability,Logistic Regression,15,2014-02-20,2014-05-14,0.38687782805429866
No Availability,Random Forest,15,2014-02-20,2014-05-14,0.505656108597285
No Availability,XGBoost,15,2014-02-20,2014-05-14,0.4830316742081448
No Availability,Logistic Regression,16,2014-05-15,2014-08-06,0.4652777777777778
No Availability,Random Forest,16,2014-05-15,2014-08-06,0.619212962962963
No Availability,XGBoost,16,2014-05-15,2014-08-06,0.6319444444444444
No Availability,Logistic Regression,17,2014-08-07,2014-10-29,0.6184062850729517
No Availability,Random Forest,17,2014-08-07,2014-10-29,0.648709315375982
No Availability,XGBoost,17,2014-08-07,2014-10-29,0.5824915824915825
No Availability,Logistic Regression,18,2014-10-30,2015-01-21,0.5634285714285714
No Availability,Random Forest,18,2014-10-30,2015-01-21,0.608
No Availability,XGBoost,18,2014-10-30,2015-01-21,0.5725714285714285
No Availability,Logistic Regression,19,2015-01-22,2015-04-15,0.5803167420814479
No Availability,Random Forest,19,2015-01-22,2015-04-15,0.5757918552036199
No Availability,XGBoost,19,2015-01-22,2015-04-15,0.5429864253393665
No Availability,Logistic Regression,20,2015-04-16,2015-07-08,0.4416017797552836
No Availability,Random Forest,20,2015-04-16,2015-07-08,0.4482758620689655
No Availability,XGBoost,20,2015-04-16,2015-07-08,0.4104560622914349
No Availability,Logistic Regression,21,2015-07-09,2015-09-30,0.5761957730812013
No Availability,Random Forest,21,2015-07-09,2015-09-30,0.592880978865406
No Availability,XGBoost,21,2015-07-09,2015-09-30,0.47497219132369295
No Availability,Logistic Regression,22,2015-10-01,2015-12-23,0.6417410714285714
No Availability,Random Forest,22,2015-10-01,2015-12-23,0.5837053571428572
No Availability,XGBoost,22,2015-10-01,2015-12-23,0.6540178571428572
No Availability,Logistic Regression,23,2015-12-24,2016-03-16,0.45312499999999994
No Availability,Random Forest,23,2015-12-24,2016-03-16,0.42857142857142855
No Availability,XGBoost,23,2015-12-24,2016-03-16,0.4408482142857143
No Availability,Logistic Regression,24,2016-03-17,2016-06-08,0.44107744107744107
No Availability,Random Forest,24,2016-03-17,2016-06-08,0.44219977553310885
No Availability,XGBoost,24,2016-03-17,2016-06-08,0.48597081930415265
No Availability,Logistic Regression,25,2016-06-09,2016-08-31,0.49388209121245824
No Availability,Random Forest,25,2016-06-09,2016-08-31,0.6040044493882091
No Availability,XGBoost,25,2016-06-09,2016-08-31,0.6796440489432704
No Availability,Logistic Regression,26,2016-09-01,2016-11-23,0.5088131609870741
No Availability,Random Forest,26,2016-09-01,2016-11-23,0.5029377203290247
No Availability,XGBoost,26,2016-09-01,2016-11-23,0.5487661574618096
No Availability,Logistic Regression,27,2016-11-24,2017-02-15,0.6151279199110122
No Availability,Random Forest,27,2016-11-24,2017-02-15,0.6206896551724138
No Availability,XGBoost,27,2016-11-24,2017-02-15,0.5005561735261402
No Availability,Logistic Regression,28,2017-02-16,2017-05-10,0.52
No Availability,Random Forest,28,2017-02-16,2017-05-10,0.48000000000000004
No Availability,XGBoost,28,2017-02-16,2017-05-10,0.46399999999999997
No Availability,Logistic Regression,29,2017-05-11,2017-08-03,0.5390625
No Availability,Random Forest,29,2017-05-11,2017-08-03,0.5569196428571428
No Availability,XGBoost,29,2017-05-11,2017-08-03,0.5189732142857143
No Availability,Logistic Regression,30,2017-08-04,2017-10-26,0.6487093153759821
No Availability,Random Forest,30,2017-08-04,2017-10-26,0.6487093153759821
No Availability,XGBoost,30,2017-08-04,2017-10-26,0.5544332210998878
No Availability,Logistic Regression,31,2017-10-27,2018-01-19,0.4631696428571429
No Availability,Random Forest,31,2017-10-27,2018-01-19,0.43861607142857145
No Availability,XGBoost,31,2017-10-27,2018-01-19,0.5066964285714286
No Availability,Logistic Regression,32,2018-01-22,2018-04-13,0.39842873176206506
No Availability,Random Forest,32,2018-01-22,2018-04-13,0.4994388327721661
No Availability,XGBoost,32,2018-01-22,2018-04-13,0.47923681257014594
No Availability,Logistic Regression,33,2018-04-16,2018-07-06,0.4502262443438914
No Availability,Random Forest,33,2018-04-16,2018-07-06,0.4626696832579186
No Availability,XGBoost,33,2018-04-16,2018-07-06,0.38122171945701355
No Availability,Logistic Regression,34,2018-07-09,2018-09-28,0.5239154616240267
No Availability,Random Forest,34,2018-07-09,2018-09-28,0.4872080088987764
No Availability,XGBoost,34,2018-07-09,2018-09-28,0.457174638487208
No Availability,Logistic Regression,35,2018-10-01,2018-12-21,0.6211111111111112
No Availability,Random Forest,35,2018-10-01,2018-12-21,0.5238888888888888
No Availability,XGBoost,35,2018-10-01,2018-12-21,0.5077777777777778
No Availability,Logistic Regression,36,2018-12-24,2019-03-15,0.4877232142857143
No Availability,Random Forest,36,2018-12-24,2019-03-15,0.5368303571428572
No Availability,XGBoost,36,2018-12-24,2019-03-15,0.44754464285714285
No Availability,Logistic Regression,37,2019-03-18,2019-06-10,0.5361512791991101
No Availability,Random Forest,37,2019-03-18,2019-06-10,0.48832035595105666
No Availability,XGBoost,37,2019-03-18,2019-06-10,0.4827586206896552
No Availability,Logistic Regression,38,2019-06-11,2019-09-02,0.47966507177033496
No Availability,Random Forest,38,2019-06-11,2019-09-02,0.47846889952153115
No Availability,XGBoost,38,2019-06-11,2019-09-02,0.5299043062200957
No Availability,Logistic Regression,39,2019-09-03,2019-11-25,0.528
No Availability,Random Forest,39,2019-09-03,2019-11-25,0.5497142857142856
No Availability,XGBoost,39,2019-09-03,2019-11-25,0.5108571428571429
No Availability,Logistic Regression,40,2019-11-26,2020-02-17,0.41490545050055616
No Availability,Random Forest,40,2019-11-26,2020-02-17,0.37708565072302563
No Availability,XGBoost,40,2019-11-26,2020-02-17,0.4638487208008899
No Availability,Logistic Regression,41,2020-02-18,2020-05-11,0.39062500000000006
No Availability,Random Forest,41,2020-02-18,2020-05-11,0.4933035714285714
No Availability,XGBoost,41,2020-02-18,2020-05-11,0.4196428571428571
No Availability,Logistic Regression,42,2020-05-12,2020-08-03,0.4230317273795535
No Availability,Random Forest,42,2020-05-12,2020-08-03,0.44888366627497067
No Availability,XGBoost,42,2020-05-12,2020-08-03,0.4618096357226792
No Availability,Logistic Regression,43,2020-08-04,2020-10-26,0.5695216907675195
No Availability,Random Forest,43,2020-08-04,2020-10-26,0.5606229143492769
No Availability,XGBoost,43,2020-08-04,2020-10-26,0.5216907675194661
No Availability,Logistic Regression,44,2020-10-27,2021-01-18,0.48549107142857145
No Availability,Random Forest,44,2020-10-27,2021-01-18,0.4955357142857143
No Availability,XGBoost,44,2020-10-27,2021-01-18,0.4921875
No Availability,Logistic Regression,45,2021-01-19,2021-04-12,0.5277777777777778
No Availability,Random Forest,45,2021-01-19,2021-04-12,0.6155555555555556
No Availability,XGBoost,45,2021-01-19,2021-04-12,0.5777777777777777
No Availability,Logistic Regression,46,2021-04-13,2021-07-05,0.6017797552836485
No Availability,Random Forest,46,2021-04-13,2021-07-05,0.48053392658509453
No Availability,XGBoost,46,2021-04-13,2021-07-05,0.4682981090100111
No Availability,Logistic Regression,47,2021-07-06,2021-09-27,0.5588235294117647
No Availability,Random Forest,47,2021-07-06,2021-09-27,0.6052036199095022
No Availability,XGBoost,47,2021-07-06,2021-09-27,0.4762443438914027
No Availability,Logistic Regression,48,2021-09-28,2021-12-20,0.5491071428571429
No Availability,Random Forest,48,2021-09-28,2021-12-20,0.5552455357142857
No Availability,XGBoost,48,2021-09-28,2021-12-20,0.5647321428571428
No Availability,Logistic Regression,49,2021-12-21,2022-03-14,0.574660633484163
No Availability,Random Forest,49,2021-12-21,2022-03-14,0.572398190045249
No Availability,XGBoost,49,2021-12-21,2022-03-14,0.4830316742081448
No Availability,Logistic Regression,50,2022-03-15,2022-06-06,0.5531428571428572
No Availability,Random Forest,50,2022-03-15,2022-06-06,0.4982857142857143
No Availability,XGBoost,50,2022-03-15,2022-06-06,0.5462857142857143
No Availability,Logistic Regression,51,2022-06-07,2022-08-29,0.5973303670745272
No Availability,Random Forest,51,2022-06-07,2022-08-29,0.4883203559510567
No Availability,XGBoost,51,2022-06-07,2022-08-29,0.5617352614015573
No Availability,Logistic Regression,52,2022-08-30,2022-11-21,0.48660714285714285
No Availability,Random Forest,52,2022-08-30,2022-11-21,0.4799107142857143
No Availability,XGBoost,52,2022-08-30,2022-11-21,0.5390625
No Availability,Logistic Regression,53,2022-11-22,2023-02-13,0.5569196428571428
No Availability,Random Forest,53,2022-11-22,2023-02-13,0.5435267857142857
No Availability,XGBoost,53,2022-11-22,2023-02-13,0.5658482142857142
No Availability,Logistic Regression,54,2023-02-14,2023-05-08,0.5089285714285714
No Availability,Random Forest,54,2023-02-14,2023-05-08,0.5200892857142857
